sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
kuti ulinyandidwe kapati biya sena inga wandipanduluda ncolilemeka boobu watusabila omucele webo 	16	13362	Male	toi	220907-203915_toi_97d_elicit_26.wav
muntu ulatembaulwa mbubonya mbuli busongo bwakwe pele bapilingene myoyo balasampaulwa 	16	11910	Female	toi	221213-151941_toi_b9a_elicit_3.wav
imwwalumi ulaamanela upenta ng anda yakubikkila zintu zyamasiteya 	16	6420	Female	toi	221230-131936_toi_b9a_elicit_22.wav
wainni ituba acakulya cantalisyo zilatondezyegwa mung anda yakulida 	16	6828	Female	toi	221230-130419_toi_b9a_elicit_23.wav
kali mulombe antoomwe abana ba biliha abana bazilipa banakazi bawisi nkabela josefa wakaletela wisi makani aabo mabi 	16	14247	Male	toi	221011-163041_toi_308_elicit_48.wav
utayubununi makani aasisidwe aamuntu umbi ambweni uukuswiilila ulakuusya insoni 	16	13748	Male	toi	220916-181440_toi_97d_elicit_21.wav
kaambiiwa kapati bantu baya bayanda kwiide kwiibwa zimbo 	16	4083	Male	toi	220829-115108_toi_0ae_elicit_4.wav
sikuyamba mu cisani cisiya wayamba a mayuwe 	16	4628	Female	toi	221210-182954_toi_b9a_elicit_24.wav
lino rebeka wakali kuswiilila ciindi eco izaka naakali kwaambila mwanaakwe esau 	16	6284	Female	toi	221230-113547_toi_b9a_elicit_8.wav
mukaintu uusamide sikipa iisiya abulukwe bwa cikambwe usobanya tubwa tobilo amanza aakwe 	16	6579	Female	toi	221212-093156_toi_b9a_elicit_2.wav
mwana umweta mweta kumwi kajisi kankuli kumwi katyanka tyanka ka limooti 	16	6511	Female	toi	221212-150524_toi_b9a_elicit_14.wav
wakaakugonka musamu mubotu kapati 	16	2155	Male	toi	220829-210823_toi_0ae_elicit_27.wav
kuti atakucimwi akukusula mbuli inkoli na ipanga na muvwi uubosya mbwabede muntu uulengelela mweenzinyina kaambo cakubeja 	16	19624	Male	toi	220916-181440_toi_97d_elicit_29.wav
mulomo tabaambi nyeele ini pe 	16	2472	Male	toi	220829-123454_toi_0ae_elicit_23.wav
musimbi uusamide delesi yaapobwe walanga cakulaale kakuli citondezyo ilacitika kusyule kwakwe 	16	10617	Female	toi	221213-103202_toi_b9a_elicit_10.wav
naakamana kuumputwa bbodela lyabukoko mumutwe kalinda wakaa kusyonka mulomo ansi ndwajilo 	16	9165	Female	toi	221228-180049_toi_b9a_elicit_12.wav
mwaalumi uusamide jansi yacipaya iijisi nsingo wamyoonta nsingo yamukaintu uusamide campeyo camubala wacisikili uusamide citambala cituba 	16	12795	Female	toi	221212-093156_toi_b9a_elicit_18.wav
nkaambo mulinguwo mobuzwa buumi sowa majwi aapilingene kwaamba kutaluleme kube kule kulinduwe 	16	8757	Female	toi	221213-115557_toi_b9a_elicit_17.wav
ino mulombe naa tozyi kuti dime sibukali buyuna uutaciboni kabotu cakukkalwa ampombe wanio sunu ulacibona 	16	15427	Male	toi	220907-203915_toi_97d_elicit_35.wav
mpawo farao wakagwisya kanwenwe kakujanza lyakwe akukasamika ajanza lya josefa 	16	7759	Male	toi	221011-181531_toi_308_elicit_37.wav
haatimba wakaguna guna mutwe kutondezya kuti wamuwa naakasika awo mpaakambilwa 	16	9801	Female	toi	221228-093456_toi_b9a_elicit_20.wav
kuti naa mubelesi wang nkwali ang anda nindakaswena munsi iyakwe kuti ndibone naa nguni ngundakali kukanana limwi 	16	10958	Female	toi	221228-190233_toi_b9a_elicit_48.wav
tunji tunjiulabamvwa 	16	1542	Male	toi	220829-113143_toi_0ae_elicit_46.wav
kuli sikuma bbola uimvwi mun ganda sikujata kaimvwi kusyule kwakwe wamwimisya mujulu kajisi gilovu kujanza 	16	10617	Female	toi	221212-091037_toi_b9a_elicit_19.wav
wakaimvwi akandukunduku mumugwagwa wakali kunjilamuli yooyu ngwaakali kweendela haamwaandwe 	16	15972	Male	toi	220912-165131_toi_97d_elicit_22.wav
ncotwaamba kuti nyeele mpya ibambula mulomo 	16	2926	Male	toi	220829-123454_toi_0ae_elicit_21.wav
kusisa makani nkokulemeka leza pele kuyubununa makani nkokulemeka bantu 	16	9891	Male	toi	220916-181440_toi_97d_elicit_14.wav
kaambyo aka katulaya kuti ncibi kweenda olike inga koya 	16	3720	Male	toi	220825-172540_toi_0ae_elicit_38.wav
mubwa walakama ulakusola kulanga mujulu a cisamu 	16	4446	Female	toi	221210-182954_toi_b9a_elicit_19.wav
tutabi balimi abavubi banjombe toonse syokwe lyapya nombe zilabula bwizu bwakucela 	16	13068	Female	toi	220912-145955_toi_707_elicit_20.wav
nindakoona amusimbi umbi nkaambo kaluyando naundakajisi kuli caalama inga mwayeeya bio mbundakalimywa 	16	11366	Male	toi	220912-174208_toi_97d_elicit_18.wav
muntu ulaalikke ubamba nzila mucaanda yiinka mumulundu 	16	6193	Female	toi	221230-123721_toi_b9a_elicit_34.wav
mukwasyi utamba kana kasimbi kafwulida ma nkendulu akkekke lyakwe lya buzuba bwakazyalwa 	16	10277	Female	toi	221213-093545_toi_b9a_elicit_24.wav
bantu bapilingene mumyoyo balasesemya jehova pele basinzila iiluleme balamubotezya 	16	10141	Female	toi	221213-134611_toi_b9a_elicit_34.wav
bamakaintu bobilo amwana balikkede acikkocci cijisi tulembe kumbele a tente kukaanda kakaindi 	16	9233	Female	toi	221205-212020_toi_b9a_elicit_6.wav
mwaalumi uusamide sikipa yakulikwabilizya yamubala wafwuleenke ulifwugeme munjanji kumwi kabamba citima 	16	12750	Female	toi	221205-133657_toi_b9a_elicit_48.wav
lwando wakapukunya biyo mutwe mumoyo wakali 	16	3675	Female	toi	221228-104522_toi_b9a_elicit_44.wav
mizeezo uli mbuli mwana undiita zizyina zibizibi akundinonga kakunyina akaambo kalaa cisiko 	16	15087	Male	toi	220907-203915_toi_97d_elicit_48.wav
yaa twaka samba biyo tucitalika kulya moonga wakabuzya kuti ncisyunzi basa 	16	8439	Female	toi	221204-123335_toi_ee8_elicit_45.wav
zwii mbya kobikaansi mujulu nsekwe keembe 	16	4219	Male	toi	220829-121443_toi_0ae_elicit_8.wav
mufubafuba tabotelwi kumvwisya ulayanda kuyubununa miyeeyo yamoyo wakwe buyo 	16	7260	Female	toi	221214-081355_toi_b9a_elicit_27.wav
tilkwakainda ciindi cilamfwu wakajoka caalama kaccilila munsi 	16	4945	Female	toi	221228-182130_toi_b9a_elicit_14.wav
uuya muntu bukandu waakunjila mumakwe utana akwaanzyigwa 	16	4219	Male	toi	220829-210132_toi_0ae_elicit_31.wav
musimbi usamide delesi lyacikambwe lyatudyombwi uleenda acitanda katasamide mabbusu 	16	7418	Female	toi	221230-122753_toi_b9a_elicit_20.wav
atwaambe mbuli sunu nyika mboyaba yacikuwa inga bantuma baba mbabanyama basyaka 	16	7010	Male	toi	220825-172540_toi_0ae_elicit_30.wav
loololesya sokwe wakautyola mucila 	16	2495	Male	toi	220829-210823_toi_0ae_elicit_24.wav
buzuba bwalufu lwangu na buyooba lili lino bweza zivwimyo zyako inkomo yako abuta 	16	9460	Female	toi	221230-113547_toi_b9a_elicit_5.wav
zilyo ezyo ziyoobeda nyika ciyobozyo ciligwe mumyaka iili musanu aibili yanzala iiyoosika kucisi ca egepita kuti nyika itafwidilili kunzala 	16	15677	Male	toi	221011-181531_toi_308_elicit_31.wav
lino umwi muntu wakamujana ulaingaila musokwe nkabela oyo muntu wakamubuzya kuti uyandaulanzi 	16	10141	Male	toi	221011-170850_toi_308_elicit_16.wav
ndizyi kuti aawo mpobede wakomena ndizyi kuti ulaa lubazu iwakulisalila musankwa ngoyanda 	16	8870	Female	toi	221228-095833_toi_b9a_elicit_12.wav
basilisi okuya kucibbadela bakaa kumubikka kumunzi nkobabikka bantu baciswa incinko 	16	8031	Female	toi	221228-124509_toi_b9a_elicit_30.wav
alo kuti uumukwete kali wakantya inga mukaintu wacimvwa kulombozegwa 	16	5104	Male	toi	220829-123454_toi_0ae_elicit_48.wav
pele cilamukataazya kuliboozya kumulomo wakwe mutolo musongo mumeso aakwe mwini 	16	10821	Male	toi	220912-191425_toi_97d_elicit_9.wav
mwaalumi uta samide sikipa utanta malundu amabwe 	16	4287	Female	toi	221213-112914_toi_b9a_elicit_13.wav
kabunga kabantu basikweenda balalyookezya ansi kumbele amulundu 	16	5082	Female	toi	221230-123721_toi_b9a_elicit_49.wav
alimwi farao wakaambila josefa kuti bona ndakubika kuti ube mweendelezi wanyika yoonse ya egepita 	16	9801	Male	toi	221011-181531_toi_308_elicit_36.wav
asike wakamwaambila alakwe mbubonya wakati mulanda muhebrayo nguwakatuletela weza kulindime kuzoondisabwida 	16	12773	Male	toi	221011-180320_toi_308_elicit_4.wav
babwa bobilo balakusobana a sasa lituba munsi a cuuno 	16	4787	Female	toi	221210-152748_toi_b9a_elicit_19.wav
nkabela balanda basimbi abana babo wakababika kunembo musule lyabo wakabika leya abana bakwe musule lyabaabo wakabika rakele a josefa 	16	6420	Male	toi	221011-153723_toi_308_elicit_40.wav
muntu buyo uujisi mulanda wabota kwiinda muntu uulipa kamikami pele wabula cakulya 	16	9642	Female	toi	221213-151941_toi_b9a_elicit_4.wav
muntu ulazyana ambwe mpati munsi munsi abusena bujisi zisamu 	16	4787	Female	toi	221212-120347_toi_b9a_elicit_8.wav
eelyo wakalyaambauzya mwini kuti mulange ndalijaila ngoma yamanide kale nkumunya inga wali kugoma goma cintu camana kale 	16	8553	Male	toi	220829-210823_toi_0ae_elicit_37.wav
mwaalunmi uusamide sikipa isubila subila yamyeengu myeengu ujisi cimmwi cintu camubala wacikambwe 	16	7827	Female	toi	221205-153008_toi_b9a_elicit_20.wav
wakaminta alimwi wazyala mwana mulombe wamuulika izina lya onani 	16	7486	Male	toi	221011-170850_toi_308_elicit_46.wav
naakanyamuka kulanga wakaile kwaasama mabbuku aakali mumaanza akaloka ansi 	16	12546	Male	toi	220912-160501_toi_97d_elicit_23.wav
uutobela bululami aluzyalo ulajana buumi abulemu musongo ulalwisya munzi wabasintaze 	16	19602	Male	toi	220916-174104_toi_97d_elicit_1.wav
utalikankaizizyi zyajunza nkaambo tozi na buzuba bulaleta nzi muntu umbi akutembaule mulomo wako omwini pe 	16	18535	Male	toi	220912-191425_toi_97d_elicit_21.wav
mudala uusamide nzyeete yabasing ombe alimwi abulukwe bwa jiini bwacikambwe utandaanya mbelele amwana kulubazu lumwi 	16	9483	Female	toi	221213-091726_toi_b9a_elicit_14.wav
mung anga uuli woonse nkobakamutola kwategwa namoonga wakala cibinde 	16	6397	Female	toi	221228-124509_toi_b9a_elicit_32.wav
ino nkokutyani oko sulwe wakabuzya suntwe 	16	3380	Female	toi	220906-213431_toi_707_elicit_1.wav
pele oyo uusula luzuminano ulakala kabotu mwanakazi siluzyalo ulalijanina bulemu 	16	10799	Female	toi	221213-134611_toi_b9a_elicit_30.wav
musankwa mukubusyi ulaa masusu malemu asubila wabikka mulongo wamabbola aakwe ali fwuka atabule lisobaninwa cisobano ca pool 	16	11048	Female	toi	221205-164321_toi_b9a_elicit_16.wav
wakali kukkomana nkaambo kakuti caalama wakali kucita zyoonse mbuli mbwaakali kuyanda haatimba 	16	8439	Female	toi	221228-180049_toi_b9a_elicit_25.wav
nkabela cipanzi canyika mpaakayakide zilao zyakwe wakacuula kubana ba hamori wisi sekemu wakaula amali aakesita aali mwanda 	16	18467	Male	toi	221011-160540_toi_308_elicit_10.wav
nkabela enosi naakamana kupona myaka iili makumi aali musanu aane wakazyala kenani 	16	8802	Female	toi	221228-195818_toi_b9a_elicit_24.wav
pesi ticakagwasya pe nkaambo zibala zibala zyaacaala 	16	12523	Male	toi	220907-203915_toi_97d_elicit_24.wav
aalo matwi kaakazya ncaakali kumvwa 	16	3856	Female	toi	221228-183113_toi_b9a_elicit_23.wav
pesi nsolo yalo yakati nsckwe nkwebwenye buci pe 	16	3448	Male	toi	220829-121443_toi_0ae_elicit_9.wav
miyeeyo yabaluleme niabulemu pele makanze aabasizibi ngalweeno 	16	7441	Female	toi	221213-151941_toi_b9a_elicit_0.wav
alimwi bakali kuto ngooka pesi bakali kulya kumwi 	16	4741	Female	toi	221204-133851_toi_ee8_elicit_16.wav
mulandu tauligw cucu 	16	1452	Male	toi	220829-115108_toi_0ae_elicit_22.wav
mulaleta anywebo mwati ninswi exi tee mamvwa alo ninkamu zyakulikamuzya 	16	5581	Male	toi	220829-210823_toi_0ae_elicit_0.wav
mwana musongo ulabotezya wisi pele muntu mufubafuba ulasampaula banyina 	16	6692	Female	toi	221214-080256_toi_b9a_elicit_1.wav
muntu usamide chi pompo chamusho wa mukuba uli mu buwa lyakusobanina skateboard 	16	7895	Female	toi	221207-174147_toi_b9a_elicit_8.wav
nkwali musankwa uundibelekela kuteelela wakavwiila haamwaandwe ulamujala akatala 	16	9052	Female	toi	221228-102126_toi_b9a_elicit_7.wav
chiingabacende wakabayandauda akubakwatilila bana bakwe boonse botatwe mbaakazyala kuli kavwumbu 	16	11026	Female	toi	221228-095833_toi_b9a_elicit_40.wav
nkaambo ndakamulesya kuyandaula basilisi bambi kuti agusye da nindakamusyomezya kumukwata 	16	9642	Female	toi	221228-145629_toi_b9a_elicit_40.wav
pesi nobapenga balazilya busiku bulike mbobupenzya 	16	4582	Male	toi	220829-210132_toi_0ae_elicit_38.wav
mpawo bakapa jakobo baleza beenzu boonse ibakali mumaanza aabo amacoco aamumatwi aabo nkabela jakobo wakazisisa kunsi lyamubanga waku sekemu 	16	21621	Male	toi	221011-163041_toi_308_elicit_5.wav
aboobo bana basimbi boonse bobile ba loti bakaminta kuzwa kuliwisaabo 	16	8394	Female	toi	220929-202615_toi_97d_elicit_7.wav
abrahamu mbwaakakombela sodoma 	16	3698	Female	toi	220927-213329_toi_97d_elicit_20.wav
inzila mu dolopo a mota ainvwi munsi munsi a bantu kabenda a kuswagana a ciyake cimwi 	16	8122	Female	toi	221210-175557_toi_b9a_elicit_2.wav
kujulu kuli mubala wa cikambwe bwizu buli mubala wa nyanzabili ku musena wakusobanina cisobano citegwa gold kakuli musimbi ullebelela kwebela kalindi ka bbola 	16	14701	Female	toi	221213-093545_toi_b9a_elicit_12.wav
badaala bali mucitisyini cacitima ceendele kunsi basamide cisani cileemu kumwi balabala a muteende 	16	9415	Female	toi	221212-091650_toi_b9a_elicit_1.wav
uuyandisya misobano uyooba mucete uuyandisya waini amafuta takooyooba muvubi pe 	16	8870	Female	toi	221214-084847_toi_b9a_elicit_21.wav
lumwi wakati wence o mwami wangu utakalali dambe komwe buyo ambweni 	16	10254	Female	toi	220927-213329_toi_97d_elicit_45.wav
mbwaakaambila boobo yoonse nkamu yakagama kuseka seka kumwi 	16	3924	Male	toi	220829-123454_toi_0ae_elicit_40.wav
mulombwana uli akulifotola a cifotozyo kainvwi a cintu cimwi 	16	4764	Female	toi	221210-160825_toi_b9a_elicit_0.wav
mwaalumi uzuzaana kumbele mukusiyana kakuli bamwi kabacilila kusyule a nkamu yaba sikulangilila 	16	9460	Female	toi	221212-091650_toi_b9a_elicit_8.wav
bamane nkubwezelela aali kutyoka nkuleta kumunzi 	16	3743	Female	toi	221204-133851_toi_ee8_elicit_11.wav
kumeso amane alimwi wakatalika kumukwela masusu kuzinguluka tebule 	16	7033	Female	toi	221228-175149_toi_b9a_elicit_45.wav
lulimi lwamululami ninsiliva imbotu pele myoyo yabasizibi tiigwasyi loko milomo yabaluleme ilakusya bantu banji 	16	14338	Female	toi	221213-134611_toi_b9a_elicit_5.wav
pele na mwakaka kutuswiilila na mwakaka kupalulwa tulatola buyo mwana musimbi wesu twiinke 	16	11865	Male	toi	221011-160540_toi_308_elicit_31.wav
mootokala wakanyona kuzwa mumugwagwa mupati mupulisa wakabalikisya alimwi kutegwa aweenzye mootokala 	16	14361	Male	toi	220912-165131_toi_97d_elicit_27.wav
ayooyo uubamba simalelaakwe ulalemekwa mbuli busyu mbububoneka mumaanzi 	16	13272	Male	toi	220912-191425_toi_97d_elicit_36.wav
mukaintu uusamide sikipa yamubala wanyanzabili ulanga muncini ubbola kumwi nkamu yabantu kayilangilizya 	16	12863	Female	toi	221205-142705_toi_b9a_elicit_33.wav
misyobo yoonse ijisi zimbo zyayo 	16	1973	Male	toi	220829-113431_toi_0ae_elicit_33.wav
musa nkwa wakati eelyo mulandu wamyakaamyaka asunu nseciseswa 	16	4832	Male	toi	220829-115108_toi_0ae_elicit_36.wav
pele basongo balalesya bukali na musongo ulakazyanya amufubafuba 	16	9801	Male	toi	220916-164149_toi_97d_elicit_29.wav
ndakalota ci lo to acimwi ndabona makunka aamaila aali musanu aabili akuba lyomwe akalisikide mabotu 	16	1338	Male	toi	221011-181531_toi_308_elicit_16.wav
nkundakaunkide kwiiya awacisanu camyaka nindakapiluka kuzyila ku amelia 	16	11797	Male	toi	220912-174208_toi_97d_elicit_13.wav
wakaangula buluke busiya jekete lisiya amasookesi aasiya mabbusu aalo akali kusiya 	16	8848	Male	toi	220907-201714_toi_97d_elicit_40.wav
mbubonya obo muntu ulanona busyu bwamweenzinyina uubamba mukuyu ulalya micelo yawo 	16	15291	Male	toi	220912-191425_toi_97d_elicit_35.wav
walo wakati umuna utayobiyobi sunu ndawidwa vwuma 	16	4582	Male	toi	220829-121443_toi_0ae_elicit_23.wav
aboobo tandikulek notana ndaambila ncookacitila bobuya 	16	6284	Female	toi	221228-162240_toi_b9a_elicit_19.wav
pesi kube boobo bumwi buzuba mwana mbwatayeeyede akuti inga ndajaya nsuwa 	16	6534	Male	toi	220829-115108_toi_0ae_elicit_14.wav
alimwi kuti ino wali kwaamba nzi coonse eeci walo caalama tanaakali kucibona kuti acisyanyina wali kumumenena 	16	13045	Female	toi	221228-105726_toi_b9a_elicit_20.wav
lino bantu nibakatalika kuvula ansi alimwi nibakali kuzyala bana basimbi bana ba leza 	16	9506	Female	toi	220904-182522_toi_0ae_elicit_8.wav
ukaselele mwanaangu nkuko mpoonya awo ndakaambila simalelaangu kuti 	16	5830	Female	toi	221228-203310_toi_b9a_elicit_20.wav
bakalangana kwakaindi kalamfwu limwi lwando wakasintama walanga kazyiba katii kakatikila atebule lyakwe 	16	13204	Male	toi	220907-203915_toi_97d_elicit_30.wav
busongo bubotu bulaleta coolwe pele inzila yabasikweena ilatola kulunyonyooko 	16	8280	Female	toi	221213-153046_toi_b9a_elicit_39.wav
wakaya musyokwe mukuyanda musamu mubotu wakufwala ngoma yakusambala 	16	6375	Male	toi	220829-210823_toi_0ae_elicit_26.wav
elyo tamara wakalwiidwa kuti bona usozyala wainka ku timna kuyooyunda imbelele zyakwe 	16	8780	Male	toi	221011-174142_toi_308_elicit_8.wav
nkamu yabantu mpati babungana mumugwagwa kumushika kobasambala maluba 	16	7441	Female	toi	221213-082737_toi_b9a_elicit_25.wav
nkabela juda wakajanina eri mwanaakwe mutaanzi mwanakazi izina lyakwe kali tamara 	16	11661	Male	toi	221011-170850_toi_308_elicit_48.wav
wamvwa sena mbokaamba kaambyo uuminidwe nguujula cijazyo 	16	4900	Male	toi	220829-113143_toi_0ae_elicit_42.wav
ino kuti waunka kukayuni kaya kalongwe kako waakukoongelezya kacisika munsi wakajaya 	16	8621	Male	toi	220829-121443_toi_0ae_elicit_33.wav
mwalumi usamide chisani ca sikkaka ulakubeleka musule a tefule lyakusambalila kumusika wa baswi 	16	10481	Female	toi	221207-213049_toi_b9a_elicit_15.wav
kakanjila mbuli kuti wauma atala aacitende cakabola 	16	4855	Female	toi	221228-190711_toi_b9a_elicit_7.wav
wakajula izyalilo lyakwe pele rakele kali musundi 	16	4741	Female	toi	221229-142606_toi_b9a_elicit_45.wav
sena kuli twaambo tumbi tulaa mpemo ziyoya ntoyanda kwaamba 	16	5558	Female	toi	221228-183113_toi_b9a_elicit_7.wav
waiboozya mubwaato mwaakabede lino wakalindila alimwi mazuba aali musanu aabili 	16	10458	Female	toi	220904-185526_toi_0ae_elicit_2.wav
kuti izina lyangu azina lyamatata abrahamu a izaka likalilile mulimbabo 	16	6715	Female	toi	221230-145947_toi_b9a_elicit_6.wav
wakabona cifwanikiso camweenzyinyina lwando wakamwetam weta pesi moyo wakali kubila 	16	9823	Male	toi	220907-201714_toi_97d_elicit_44.wav
wabona izaka elyo wakaseluka kuzwa kunkamele yakwe wabuzya mulanda kuti 	16	6329	Female	toi	221230-115905_toi_b9a_elicit_9.wav
alimwi lwatatu wakazyala mwana mulombe wamuulika izina lya sela kali ku kezibi naakamuzyala 	16	10095	Male	toi	221011-170850_toi_308_elicit_47.wav
mwalumi usamide kasabwi kakulyengelela a ngowani ya cikambwe ujisi munkuli mujulu 	16	7418	Female	toi	221210-150640_toi_b9a_elicit_17.wav
mbwaakacitide mumukowa wa israyeli mukulalika mwana musimbi wajakobo nkaambo cilatondwa kucita obo 	16	8417	Male	toi	221011-160540_toi_308_elicit_21.wav
babalanga mbuli batakwe minzi ani abalo balaa minzi yabo ono cabapa kweenda beendoma mapenzi 	16	7464	Male	toi	220829-210823_toi_0ae_elicit_14.wav
tacikwe makani notatiji noba tana yanda beni banakuumunye pesi utaveevi kuti mulandu wakamana 	16	7872	Male	toi	220829-115108_toi_0ae_elicit_42.wav
wakamywa muntu uuzya mukupa uuma kalangu kutegwa bayanda kuula baunke 	16	7078	Female	toi	221228-131959_toi_b9a_elicit_1.wav
kukazika moyo nkoongelezya mweendelezi lulimi iutete lulabombya zifuwa 	16	10663	Male	toi	220916-181440_toi_97d_elicit_27.wav
basikitanta bobilo basoleka kutanta mulundu uvwumbidwe caanda koonse atala alo beenzinyina mpobabede kubalindila 	16	12455	Female	toi	221205-145546_toi_b9a_elicit_27.wav
bamaalumi bobilo bajika cimwi cintu amulilo mukagabba musyokwe 	16	7623	Female	toi	221205-153008_toi_b9a_elicit_24.wav
acisi cangu mulandu mupati wandicitila zintu ziteelede kucitwa alimwi abimeleki 	16	9982	Female	toi	220929-202615_toi_97d_elicit_30.wav
mubwa uusiya siya alimwi kuutuba ula sotooka sotooka mucikweeya cisubila mubusena bwaku tulena 	16	8462	Female	toi	221213-090454_toi_b9a_elicit_6.wav
lino wakabaambila kuti langa izuba mpolicili talina kubbila 	16	6760	Female	toi	221229-142606_toi_b9a_elicit_9.wav
bulukwe buboneka mbuli delesi alimwi atai ulimwi munsi munsi abulo buyalidwe kabotu mu luumu iisalala 	16	9982	Female	toi	221213-083947_toi_b9a_elicit_25.wav
kukonka akati kesu swebo ayebo atutangane ayebo cizuminano kosyomezya kuti 	16	8349	Female	toi	221230-114451_toi_b9a_elicit_43.wav
kufwa bumwi buzuba umwi muntu wakaya musyokwe mukuvanda buci 	16	4197	Male	toi	220829-121211_toi_0ae_elicit_3.wav
mubelesi wakaamba mbuli mbubakasika basilisi botatwe ambubakamusinikizya kuti babwa bayaswe ndonga 	16	14338	Male	toi	220907-201714_toi_97d_elicit_18.wav
mukaintu uusamide delesi lyamubala wacisombo ulikkede acuuno camubala usubila kumwi bbuku lilibikkidwe akwaanza kwa cuuno 	16	9097	Female	toi	221230-123721_toi_b9a_elicit_39.wav
aawa ndamvwa kuti musilisi nguhaatwaakwe aboobo utakamunyonganyi 	16	9596	Female	toi	221228-155549_toi_b9a_elicit_4.wav
wakali kundifwubaazya wakali kundicenga umane wandisosela kutegwa ndibe cibelesyo cakujazya muntu wako ngookalemeka 	16	15745	Male	toi	220907-203915_toi_97d_elicit_41.wav
kuza okuno kunyika ino sa ndeelede kupilusya mwanaako kucisi eco nkowakazwa abrahamu wakamuvwiila kuti ne toelede kupilusya mwanaangu oko abuniini 	16	14860	Female	toi	221228-202245_toi_b9a_elicit_14.wav
mpawo leza wakapiluka kujulu wamusia nkukonya oko nkwaakaambaula awe 	16	10050	Male	toi	221011-163041_toi_308_elicit_16.wav
kundipa citondezyo calusyomo mane ukatume wakabuzya kuti nkupe citondezyonzi 	16	10844	Male	toi	221011-174142_toi_308_elicit_15.wav
ncakasimpe kwaamba kuti kunyina muntu utajokeli kwabo 	16	3289	Male	toi	220829-113431_toi_0ae_elicit_27.wav
alimwi nyika eyo njindakapa abrahamu a izaka ndaipa nduwe alwalo lunyungu lwako luciza njoolupa nyika eyo 	16	14769	Male	toi	221011-163041_toi_308_elicit_15.wav
mumeso aako utaindilili kuzwa kumulanda wako kuletwe twaanzi mukasambe kuma ulu 	16	11502	Female	toi	220927-213329_toi_97d_elicit_0.wav
bumwi buzuba kwakasika bantu botatwe mumunzi 	16	3085	Male	toi	220829-210132_toi_0ae_elicit_45.wav
alimwi amootokala uusiya uudula kakuli mwaalumi umwi wayaama ansi kunze kwakwe 	16	7328	Female	toi	221212-093944_toi_b9a_elicit_4.wav
kunyina mupulisa utikandijate ndazwa waano nkaambo takukabi haamwaandwe wakuti bajate 	16	13589	Male	toi	220912-160501_toi_97d_elicit_14.wav
mwalumi uli a kwalala usamide mulembo utuba uli a kuma ntembauzyo a mulembo usalala 	16	8870	Female	toi	221210-172122_toi_b9a_elicit_44.wav
amwi makani aa jakobo abana bakwe izaka mbwaakafwa 	16	8462	Male	toi	221011-163041_toi_308_elicit_26.wav
bamakaintu bobilo boonse basamide magilazi basobana kasibyo mpoona bacembele basobana zyibelesyo zyanyimbo zyijisi tutambo 	16	8916	Female	toi	221230-143938_toi_b9a_elicit_2.wav
mbwabede muntu mubi uuendelezya bacete silutwe uubula busongo ulapenzya loko 	16	10935	Male	toi	220916-164149_toi_97d_elicit_9.wav
babwa bakali koona nkaambo kakuti kubasilisi babanyama baamunzi 	16	8666	Male	toi	220907-201714_toi_97d_elicit_17.wav
wakaanzya haamwaandwe kumwi kabajatana mumanza 	16	6261	Male	toi	220912-174208_toi_97d_elicit_35.wav
magozwe kunyina naakalikuzumizigwa kuti ape butongoosi nokuba kubuzya mubuzyo uuli woonse kwalikunga kuti naa wabuzya baacisyanyina nkumuuma 	16	13612	Female	toi	221228-190711_toi_b9a_elicit_29.wav
ambeyo cindi nindaakomena ndakabujanikizya kabucizyanwa budima 	16	4605	Male	toi	220829-123454_toi_0ae_elicit_15.wav
mwana musimbi mushoonto antoomwe amulombe kabali muzizwaato zyakuyambila balasobana mumuseenga kubbuwa lyameeenda 	16	11275	Female	toi	221207-165029_toi_b9a_elicit_41.wav
mwaalumi uusamide sikipa iituba uleenda mubwizu bulanfwu kajisi akasamu 	16	5376	Female	toi	221212-125952_toi_b9a_elicit_23.wav
nkabela kusule lyayaaya mukasimalelo wakwe wakavundula meso aakwe kuli josefa wati atweende ayebo 	16	12137	Male	toi	221011-174142_toi_308_elicit_43.wav
bakaile kundaanga bamane bandisiya bazwa anze nikwakamana ndakamvwa ntobolo yalila mung anda zind zyobilo 	16	12750	Male	toi	220907-201714_toi_97d_elicit_12.wav
mwana musyoonto uzingulukidwe meenda atapauka kumwi makumbi kayimpauka mujulu atalaa mulundu 	16	11842	Female	toi	221205-164321_toi_b9a_elicit_26.wav
imbelele zyakali kuminta kunembo lyanti aboobo zyakazyala zili abusaasa azili amyambo azili amabala mabala 	16	10209	Female	toi	221230-210020_toi_b9a_elicit_6.wav
wakatumina wisizyala mulazyo wakuti muntu uuli azintu ezi nguwakandiminsya 	16	10232	Male	toi	221011-174142_toi_308_elicit_25.wav
lino baleza bako kufumbwa uubajisi ncobeni takooyoopona okuno kumeso aabakwesu lingula 	16	8507	Male	toi	221011-123458_toi_308_elicit_3.wav
muntu oonse nakede kabotu ulatobela malamuno ponse 	16	4424	Male	toi	220829-210132_toi_0ae_elicit_35.wav
abana ba hamu mbaaba kusi a mizraimu a puti a kanana abana ba kusi mbaaba seba 	16	14928	Female	toi	220904-192446_toi_0ae_elicit_17.wav
pele bakulana bakwe nebakabona kuti wisi ulamuyandisya kwiinda beenzinyina bakamusula kabataamba caluumuno kulinguwe 	16	15495	Male	toi	221011-170850_toi_308_elicit_0.wav
