sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
mwaalumi ulazuza asyoonto asyoonto mumugwagwa mpoona kwainda muntu uccovwa umwetamweta 	16	8212	Female	toi	221205-133657_toi_b9a_elicit_4.wav
bantu balibunga kuswilila basikwimba kabauma tunamondonga tusiyene siyene 	16	6602	Female	toi	221210-144827_toi_b9a_elicit_44.wav
cinga cilagwasya mbuli mbotwaamba kale mu cibalo fifitini nkutalika zimbi mpindu 	16	9324	Female	toi	220912-145955_toi_707_elicit_19.wav
balo bakazwisya makumi obile aamakkwacha babikka mpobakaambilwa kutegwa ijwi lyaangulukile limwi ambe 	16	10209	Female	toi	221228-132916_toi_b9a_elicit_24.wav
waiboozya mubwaato mwaakabede lino wakalindila alimwi mazuba aali musanu aabili 	16	10458	Female	toi	220904-185526_toi_0ae_elicit_2.wav
bantu bobilo basamide nzyeete zyamubala uusubila subila kababeleka mun ganda kabali mucintu cibanyamude mujulu cakubambya zintu camubala wacikambwe 	16	13952	Female	toi	221212-131327_toi_b9a_elicit_6.wav
elyo josefa wakabaambila kuti amundipe ing ombe zyanu ndamuuzizya zilyo ang ombe zyanu na tacikwe mali 	16	8575	Female	toi	221230-151632_toi_b9a_elicit_12.wav
naatelemuka kabotu kumamanino ulaluma mbuli inzoka ulazapula mbuli cipile 	16	8575	Female	toi	221214-090248_toi_b9a_elicit_31.wav
kamboni sikubeja ulanyonyooka pele majwi aamuntu uuswiilila alakalilila 	16	12342	Male	toi	220916-174104_toi_97d_elicit_7.wav
wakaima akulangisisya kumwi kayoowede pesi mutwe wa muzingini tanaaka konzya kuubona wakapiluka kayoowede 	16	10368	Female	toi	220906-213431_toi_707_elicit_21.wav
naazooleka bukali bwakwe akuluba ncowamucitila njootuma akukuboozya kuzwa nkuko sa cilabota na ndamulobelwa nyoonse nyobile mubuzuba bo mwe 	16	14111	Female	toi	221229-144209_toi_b9a_elicit_16.wav
bantu btatwe balinvwi a manela a tala akuzwida mung anda 	16	4741	Female	toi	221210-150640_toi_b9a_elicit_14.wav
tapatila musongo ulakuyanda iyisya muntu musongo ulaliyungizizya busongo alimwi fundisya muntu uululeme ulavuzya luzibo lwakwe 	16	13204	Female	toi	221213-132311_toi_b9a_elicit_30.wav
kakuli baalumi banjanji basamide mayunifoomu aacikambwe iiisiya basobanya ngoma kunze kwabo 	16	7441	Female	toi	221213-102556_toi_b9a_elicit_8.wav
jakobo mbwaakasika kuli labani mbwaakakwata leya a rakele 	16	5127	Female	toi	221229-142606_toi_b9a_elicit_0.wav
waalumi muchembele wabika sookesi kukuulu kumwi kakkede mumuseenga 	16	7260	Female	toi	221212-085950_toi_b9a_elicit_25.wav
bakanjila mumootokala ookwa haatimba balupa maulu bamadaala yatuba ilya kumaanda aabo 	16	9097	Female	toi	221228-183113_toi_b9a_elicit_28.wav
musimbi usamide delesi lyacikambwe lyatudyombwi uleenda acitanda katasamide mabbusu 	16	7418	Female	toi	221230-122753_toi_b9a_elicit_20.wav
mudala uusamide nzyeete yabasing ombe alimwi abulukwe bwa jiini bwacikambwe utandaanya mbelele amwana kulubazu lumwi 	16	9483	Female	toi	221213-091726_toi_b9a_elicit_14.wav
sicuuno wakati muzovu banyama boonse bakali kumuyoowa 	16	4015	Female	toi	220906-211510_toi_707_elicit_16.wav
lino oyo muntu wakacita mbubonya mbuli josefa mbwaakalailila wakanjizya bantu mung anda ya josefa 	16	7668	Female	toi	221230-204223_toi_b9a_elicit_27.wav
amisamu yamusokwe niyatakalina kumena nkaambo jehova leza katana kuwisya imvula 	16	8212	Female	toi	221228-193637_toi_b9a_elicit_4.wav
mulombwana ulakwenda mubbuwa kakuli kuli bantu balindila mota musyule lyakwe 	16	7101	Female	toi	221210-150640_toi_b9a_elicit_25.wav
musankwa ulisenteme kubala makani aacisamu mupaaka mpoona musimbi uliimvwi munsi munsi kumulindilizya 	16	11071	Female	toi	221205-145546_toi_b9a_elicit_5.wav
musimbi uli a susu damfu lili mbuli muchila wa ngulube a ci bbeke cijisilini a ka po ka mukuba 	16	8439	Female	toi	221210-172122_toi_b9a_elicit_24.wav
aawa ndamvwa kuti musilisi nguhaatwaakwe aboobo utakamunyonganyi 	16	9596	Female	toi	221228-155549_toi_b9a_elicit_4.wav
kuyanda akati kabo mpawo jehova wakaamba kuti muuya wangu tuukooyookazyanya 	16	9347	Female	toi	220904-182522_toi_0ae_elicit_10.wav
muyaki usamide buluke bwa jini uliimvwi uluubilili kajisilidi acibulo acifwanikiso cadolopo 	16	10118	Female	toi	221214-095051_toi_b9a_elicit_23.wav
lino kwakaba inzala munyika nkukuti inzala imbi iteensi intaanzi yamumazuba aa abrahamu nkabela izaka wakainka kuli abimeleki mwami waba filisti ku gerari 	16	14701	Female	toi	221230-114451_toi_b9a_elicit_4.wav
imwwalumi ulaamanela upenta ng anda yakubikkila zintu zyamasiteya 	16	6420	Female	toi	221230-131936_toi_b9a_elicit_22.wav
ulikunze lyakwe kabalingizya kumwi basamide zyisani zyacikambwe 	16	5603	Female	toi	221230-131936_toi_b9a_elicit_20.wav
amane wakalangamweenzyinyinaajeneeno walitondezya kuti uli kanzele nkombo 	16	6488	Female	toi	221228-175149_toi_b9a_elicit_17.wav
lino kakuli inzala muzisi zyoonse pele munyika yoonse ya egepita kakuli zilyo 	16	5331	Female	toi	221230-203112_toi_b9a_elicit_5.wav
zyoonse lino mwami wa sodoma wakaambila abramu kuti kondipa bantu pele imbono 	16	9619	Female	toi	220927-204620_toi_97d_elicit_34.wav
mwaalumi uusamide cisani cacikambwe uccovwa ncinga mumugwagwa mulaanfwu uutakwe bantu uula bwizu kulubazu lumwi 	16	10799	Female	toi	221213-091726_toi_b9a_elicit_10.wav
nkaambo kakuti bakacili kusyibingana tibakali kuyanda kufwambaana kwaanjila makani aaya 	16	9415	Female	toi	221228-094635_toi_b9a_elicit_27.wav
uyooenda abula bwako abulongo buyooba zilyo zyako mazuba oonse aabuponi bwako 	16	7600	Female	toi	221228-194723_toi_b9a_elicit_5.wav
sikujika ulakujika zyakulya zya mwalumi usamide cisani ca nyanzabili 	16	6284	Female	toi	221210-153407_toi_b9a_elicit_7.wav
izambangulwe mbulyakayuminina 	16	3720	Female	toi	220904-182522_toi_0ae_elicit_39.wav
sikubamba lubulo ulabeleka kumwi kasamide zyisani zyakulikwalizya 	16	8394	Female	toi	221205-142705_toi_b9a_elicit_15.wav
aa haamwaandwe wabaa nzi sena wamuluba biya muntu ngotuunkila uyceya kuti inga wabaa opesi ibujula 	16	12137	Female	toi	221228-151724_toi_b9a_elicit_0.wav
haatimba naakalanga ciindi cakali atebule wakajana casika mpapeda babwa cakulya 	16	7373	Female	toi	221228-183113_toi_b9a_elicit_48.wav
mbuwakaba civubo ca abrahamu mumeso aabana boonse ba heti aboonse ibakali kunjila mumulyango wamunzi wakwe 	16	10118	Female	toi	221228-202245_toi_b9a_elicit_2.wav
bulilu bwazisyu buli antoomwe aluyando mbubotu kwiinda musune uuyokedwe alusulo 	16	9233	Female	toi	221213-153842_toi_b9a_elicit_48.wav
cipaililo nkukonya oko wakomba izina lya jehova wayaka cilao cakwe nkukonya akwalo balanda ba izaka bakasya cikala 	16	10300	Female	toi	221230-114451_toi_b9a_elicit_38.wav
kumane kwalila zijazyo zyamootokala bakaunka wakabaambila coonse aciindi mbucakabede nkaambo 	16	13362	Male	toi	220907-201714_toi_97d_elicit_14.wav
mukaintu ulikkede munsi a muzela wa maluba luba kalanga mumugelo 	16	6261	Female	toi	221210-144827_toi_b9a_elicit_18.wav
bana botatwe umwi kajisi susu lisalala bambi bobilo kajisi masusu a siya zwi balakusobana kaba musilisi a cakusambalila zisani kacibikidwe a desiki lya cisombo 	16	13635	Female	toi	221210-150640_toi_b9a_elicit_3.wav
nkabela farao wakati mbubo inka ukavwike uso mbubonya mbwaakakukonkezya 	16	6897	Female	toi	221230-144601_toi_b9a_elicit_10.wav
mwaalumi ukwasula bwato kakuli bantu mubwato ansi a mulonga amaanda koonse 	16	6420	Female	toi	221212-091037_toi_b9a_elicit_14.wav
wakajula izyalilo lyakwe pele rakele kali musundi 	16	4741	Female	toi	221229-142606_toi_b9a_elicit_45.wav
sikuccovwa cinga ulikkede alimwi kalanga mweenzinyina uusotooka bulongo 	16	6261	Female	toi	221212-115841_toi_b9a_elicit_19.wav
mukaako uyooba amwana nkabela sara wakamvwa majwi aya kumulyango wacilao kusule 	16	9664	Female	toi	220927-213329_toi_97d_elicit_11.wav
musimbi usamide delesi lya nkwiki nkwiki ulakuchoja nchinga munsi a mupanda utuba 	16	8462	Female	toi	221210-161339_toi_b9a_elicit_21.wav
mukaintu uukwetwe sicimwensyi uusamide sikipa ilamfwu maboko isubila ulalipenta penta kumeso acimbonimboni 	16	11026	Female	toi	221207-143547_toi_b9a_elicit_21.wav
mwaalumi uusamide jansi iisiya bulukwe anzyeete iikasaala alimwi kali amwana aakwe musimbi bala sobana mpobasowela dooti 	16	11343	Female	toi	221212-124432_toi_b9a_elicit_8.wav
lino josefa wakaambila baku la na bakwe kuti mebo ndaamba kufwa pele leza ncobeni unoomuswaya akumupozya munyika ino 	16	11820	Female	toi	221230-144601_toi_b9a_elicit_31.wav
bana basamkwa bobilo bakuwa bala kutijina kuzwa mu mushenga kuya mulwizi 	16	7895	Female	toi	221210-151232_toi_b9a_elicit_5.wav
sikuuma bbola uusamide yunifoomu iituba wajata bbola mbuli mboyali kusika kumamanino a muunda wakusobanina bbola 	16	9301	Female	toi	221212-122525_toi_b9a_elicit_16.wav
lino maanzi aamunkomo naakamaninina wakasowa mwana kunsi lyaciteu cimwi 	16	8507	Female	toi	220929-204510_toi_97d_elicit_17.wav
bakaambila mwami kuti tiibakaa kucijana kwa haanangama 	16	4378	Female	toi	221228-144729_toi_b9a_elicit_12.wav
mwalumi usamide chibaki chituba walanga kujulu mbulikuti ulakwambula a muntu uli afwafwi a mukaintu umbi ulianze ujisi chibumbe chibotu kapati 	16	14338	Female	toi	221207-174147_toi_b9a_elicit_13.wav
mwana muvwanda ulaansi useke mwana mupati pati umbi 	16	6080	Female	toi	221205-153008_toi_b9a_elicit_4.wav
mwana uli mu jansi lyamungunga waji ulanga nchajisi mumaanza nchabweza akati kama boxe azintu abikidwe atebule kumbele lyakwe 	16	14429	Female	toi	221207-211353_toi_b9a_elicit_34.wav
na cisi cabisya cilijisi beendelezi banji pele mumaanza aabantu basongo abasiluzibo cilakalilila 	16	9664	Female	toi	221214-095919_toi_b9a_elicit_33.wav
nkabela wakabinga matanga aakwe banyama boonse mbaakavubide 	16	5490	Female	toi	221230-210020_toi_b9a_elicit_34.wav
amane meso akabona cifwanikiso ncobakali a lwando cakali atala aatebule 	16	7055	Female	toi	221228-190233_toi_b9a_elicit_33.wav
a mwana muna asia baimikila kufotolwa kabalangide ku malundu azwide zisamu 	16	7554	Female	toi	221210-184158_toi_b9a_elicit_3.wav
umvwa nzi atwaambo ootu 	16	2767	Female	toi	221205-183240_toi_ee8_elicit_30.wav
mvuumina masaka mateyo ali beenda 	16	3357	Female	toi	221203-172224_toi_ee8_elicit_6.wav
wakafwubaala haatimba mbufwubafwuba mbookacita obuya wakatongooka haadunka 	16	7169	Female	toi	221228-145629_toi_b9a_elicit_25.wav
musankwa ulalengelela munsimunsi mujulu a cisamu cibembene a kalundu kala bwizu 	16	8712	Female	toi	221210-152528_toi_b9a_elicit_4.wav
mung anda yamuntu uululeme muli imbono zinji pele impindu yabasizibi ilaleta mafwabi buyo 	16	9188	Female	toi	221213-153842_toi_b9a_elicit_37.wav
mutwe uuli amvwi munsini wabulemu ulajanwa munzila yabululami 	16	7055	Female	toi	221214-080256_toi_b9a_elicit_45.wav
cilainda kugwasya kuzitobela zimwi ziyanza zyakatusiila sikale taata 	16	10050	Female	toi	221228-124509_toi_b9a_elicit_18.wav
mwaalumi uusamide sikipa lilamfwu manza ubelesya cikolopyo ca mungunga waji mu mugwagwa 	16	7010	Female	toi	221212-091650_toi_b9a_elicit_29.wav
haatimba tanaakaninga salazigwa ono ngooyu mudolopo wabwezela musimbi 	16	7645	Female	toi	221228-105726_toi_b9a_elicit_37.wav
wakali kuunka kumilyango yabantu kuya kulomba cakulya 	16	4242	Female	toi	220907-085934_toi_707_elicit_28.wav
mwana musankwa ulikkede mumeenda mpoona meenda alamukupaikila kumaulu 	16	6760	Female	toi	221205-213559_toi_b9a_elicit_4.wav
mwana ulakutondezya busyu bwabufubafuba a mulomo ujulikidwe kakkede a kalyumbo 	16	8326	Female	toi	221210-160825_toi_b9a_elicit_9.wav
ino kuti naa kacili ncamasimpe kuti baacisyanyina bakaliluleme nibakalikumwaambila kuti wakali cikopo kapati cakuti takozyi akwiiya 	16	13022	Female	toi	221214-101722_toi_b9a_elicit_0.wav
wakagunwa kapati amoyo wakacisa kwiindilila naakacebuka wakajana meso oorse avwoomene kulanga nguwe 	16	9664	Female	toi	221228-162240_toi_b9a_elicit_24.wav
koyeeya kuti ayebo bumwi buzuba mbotayeeyede antela 	16	3244	Male	toi	220829-210823_toi_0ae_elicit_16.wav
ino kayi haamwaandwe uulya uukusinkilide bakabuzya bausyi 	16	7691	Female	toi	221228-095833_toi_b9a_elicit_4.wav
mwaalumi uuli muyuniffomu amagilzi aasiya ulimvwi kunze kwa mwaalumi uusamide sikipa iiisubila alimwi anzyeete uukkede ansi 	16	11888	Female	toi	221213-103202_toi_b9a_elicit_11.wav
wakatanda muntu alimwi kulubazu lwakujwe lwa edeni wakabika baangelo bakerebimu 	16	9438	Female	toi	221228-194723_toi_b9a_elicit_21.wav
kuti mbuboobu mboelede kundigwasya kufumbwa oko nkutusika amba kuti 	16	9483	Female	toi	220929-202615_toi_97d_elicit_36.wav
mabbusu aakaindi aasiya alimwi acisoti cacikambwe ubamba ciluli kubelesya zintu kubika zibuye zya mabwe zibikidwe aciluli 	16	9642	Female	toi	221213-092248_toi_b9a_elicit_4.wav
mulombwana uujisi sikipa iituba amukaintu uusamide delesi baleenda cakuselemuka mumugwagwa wabulongo antoomwe kabajatene maanza 	16	10572	Female	toi	221213-103711_toi_b9a_elicit_15.wav
lino jehova leza wakati tacili cibotu kuti muntu akale alike pe atumucitile sikumugwasya 	16	7872	Female	toi	221228-193637_toi_b9a_elicit_22.wav
basimbi bobilo balikkede mumabazu aayindene atebule yazintu zyakubamba bamba amabbuku 	16	6602	Female	toi	221212-130445_toi_b9a_elicit_18.wav
mubwa uusiya amubwa wamungungawaji baleenda mubwizu 	16	4469	Female	toi	221213-093545_toi_b9a_elicit_10.wav
zyabantu aba mbendakaya abo nkokuti aneri a esikoli a mamre batole zyaabilo zyabo 	16	12954	Female	toi	220927-204620_toi_97d_elicit_39.wav
kana kasankwa kasamide zisani zisalala ulasotoonka atulampolini 	16	6715	Female	toi	221212-092637_toi_b9a_elicit_19.wav
ulakonzya kusotoka kumwiinda muntu oolu luwaya wakatondeka luwaya iwaazingulukide lubuwa 	16	10027	Female	toi	221228-145629_toi_b9a_elicit_4.wav
kuti bana mbaniini alimwi ndijisi imbelele atjombe zinyonsya na bazibingisya buzuba bomwe imbelele zyoonse zilafwa 	16	12137	Male	toi	221011-160540_toi_308_elicit_3.wav
ankwakkala sena akwalo ulikuzyi wakabuzya lwando 	16	7963	Female	toi	221228-151724_toi_b9a_elicit_27.wav
hagare mu egepita mulanda wakwe musimbi abramu naakamana kukala myaka iili ikumi 	16	11298	Female	toi	220927-211022_toi_97d_elicit_22.wav
bamaalumi bobbilo boolola maulu musyokwecaanda nkocivwumbide vwumbide nyika 	16	7101	Female	toi	221230-133110_toi_b9a_elicit_8.wav
tanaakali kumusabila mukubala kwakwe taku naakali kukanana kuli nguwe 	16	7260	Female	toi	221228-180049_toi_b9a_elicit_26.wav
katuya ndilakweenzya kukamvwu kasubila lwando ulalindila 	16	5989	Female	toi	221228-190711_toi_b9a_elicit_5.wav
mukaintu uukkede mcisani cakusambila camadobwi dobwi aasiya alimwi acibbudula cisika mucibuno ulikkede mumugwagwa amabbeke otatwe alimwi aabbodela yanyanzabili 	16	13385	Female	toi	221213-103202_toi_b9a_elicit_22.wav
sulwe wakabuzya yooyo wakaleta nsima akuti ina nguni ulaacakulya eci 	16	6307	Female	toi	220906-213431_toi_707_elicit_14.wav
mwaalumi uusamide sikipa yakulikwabilizya yamubala wafwuleenke ulifwugeme munjanji kumwi kabamba citima 	16	12750	Female	toi	221205-133657_toi_b9a_elicit_48.wav
mukaintu ulaa masusu mabotu uusamide ngowani sikipa isiya cibbudula camulotwe 	16	8462	Female	toi	221205-161938_toi_b9a_elicit_20.wav
oyu mwezi ngwa milimo kwiina zintu zibotelesya zicitika pe pesi milimo yalo 	16	7554	Female	toi	220904-001239_toi_707_elicit_32.wav
ootu twaano mubbaibbele twelede kupegwa anyika yonse kubana bali one point eight mabilyoni nakacikozyeka 	16	8961	Female	toi	221228-191455_toi_b9a_elicit_2.wav
balo bakaamba kuti nkaambo kuti bantu bamvwa ulalya mapopwe ula koola 	16	7963	Female	toi	220828-202103_toi_707_elicit_22.wav
na wakala kukulya amweendelezi yeeya kabotu cilyo ncowabikilwa lino utaingani na uli sindya 	16	17560	Male	toi	220916-174104_toi_97d_elicit_36.wav
mwana wazumina kuti anyina baboneka kaotu mumagilazi aabo 	16	4923	Female	toi	221212-131327_toi_b9a_elicit_21.wav
imwaalumi uusamide sikipa isiya utantide akaambongolo wiinda mucimpayuma izuba kalibala 	16	8144	Female	toi	221230-124807_toi_b9a_elicit_9.wav
sikupa malipooti waku bbc ulikkede anze kumwi kabala makani kakuli bantu botatwe basamide zisani zyamabala mabala 	16	9279	Female	toi	221212-151032_toi_b9a_elicit_9.wav
ni mbona busiku bakoofwaala balanzya bbayibayi bamwi matriinga akasinka kale 	16	7554	Female	toi	220907-085934_toi_707_elicit_19.wav
kozyaanga aminwe yako kozilemba acilembelo camumoyo wako 	16	6080	Female	toi	221213-122458_toi_b9a_elicit_3.wav
bamaalumi bobila bayoka nyama ambaula kumwi mwana musimbi kasobana 	16	5853	Female	toi	221230-122753_toi_b9a_elicit_12.wav
bantu banji balakupuna alubwa a ng anda yakayakwa kaindi bunji bwabo bajisi zyuno zyakupeta 	16	10776	Female	toi	221207-182835_toi_b9a_elicit_19.wav
busongo bubotu bulaleta coolwe pele inzila yabasikweena ilatola kulunyonyooko 	16	8280	Female	toi	221213-153046_toi_b9a_elicit_39.wav
kubusyu bwako na atupambukane ambebo na ulayanda kuya kucimwesi mebo ndaya 	16	11116	Female	toi	220927-202016_toi_97d_elicit_34.wav
lino nibwakaca mupati wakaambila mwanike wakwe kuti bona jilo ndakalede ataata 	16	9483	Female	toi	220929-202615_toi_97d_elicit_2.wav
musankwa ulakugankila akasobano cisobano ca kusotauka mponya bakulanyina balamulangilizya 	16	11502	Female	toi	221207-182835_toi_b9a_elicit_9.wav
nkabela nicakaba ciindi inzubo zyaba kanana zyakapalangana mugaano waba kanana 	16	11184	Female	toi	220904-192446_toi_0ae_elicit_27.wav
walo kalubide kale kuti bumwi buzuba antela zona buy wakali kunditukila 	16	4787	Male	toi	220825-172540_toi_0ae_elicit_47.wav
sikusotoka ulakuzuza kuya munsi a ka po kakulibonya makumbi a cikambwe a tuba a tala 	16	8598	Female	toi	221210-172122_toi_b9a_elicit_15.wav
makani aaya nkaambo wakazyi mbuli moyo wamusankwa wakali kuyanda kukwata mwanaakwe mbuwakabede 	16	7986	Female	toi	221228-100948_toi_b9a_elicit_1.wav
langa mvula ilaatwaafwi tuya kubula ncotulimya nkaambo basune balibulilenye 	16	6239	Female	toi	221203-121206_toi_ee8_elicit_36.wav
mwalumi walumuka mujulu kalakusobana skateboard 	16	4560	Female	toi	221210-144827_toi_b9a_elicit_28.wav
abalo bakulana bakwe boonse wakabamyonta akulila alimbabo amane obo bakulana bakwe bakaambaula awe 	16	11162	Female	toi	221230-160247_toi_b9a_elicit_6.wav
mwaalumi ufwugeme ansi kubeleka mulimo mupati kali biyo alikke 	16	5490	Female	toi	221230-123721_toi_b9a_elicit_15.wav
wamujana kucilundu ca gileadi pele leza wakasikila labani mu aramu muciloto camasiku 	16	8280	Female	toi	221230-210020_toi_b9a_elicit_41.wav
eeli da ndyamyezi yongaye sicipuna wakabuzya caalama lusele wakavwiila caalama 	16	7532	Female	toi	221228-183113_toi_b9a_elicit_11.wav
naakabona kuti bana bakwe bakakkede kabotu mumaanda aabo mudaala wakabaa ntunda 	16	9574	Female	toi	221228-095833_toi_b9a_elicit_44.wav
aboobo leza wanyanzya matanga aausowanu wapa ndime 	16	5172	Female	toi	221230-210020_toi_b9a_elicit_22.wav
njoobuyandaula muntu umwi aumwi kumaanza aamweenzinyina njooyandaula buumi 	16	10164	Female	toi	220904-190848_toi_0ae_elicit_30.wav
mukaintu uula masusu aasiya wabika kuulu kwakwe acilyatilo camaulu mbuli mbwagwasya mukaintu umwi kubika luwenje munsingo 	16	10232	Female	toi	221212-120907_toi_b9a_elicit_6.wav
pesi eli izyina tabalizyi bantu banji neotweelede kuzyiba neakuti mwezi oyu izyina ibbotu ndilya mukubwe kaangala 	16	14678	Female	toi	220903-202609_toi_707_elicit_32.wav
lulimi lwamululami ninsiliva imbotu pele myoyo yabasizibi tiigwasyi loko milomo yabaluleme ilakusya bantu banji 	16	14338	Female	toi	221213-134611_toi_b9a_elicit_5.wav
nomwakacili bana mbaani bakali bapati banu mwakali kukala kuli 	16	5036	Female	toi	220907-085934_toi_707_elicit_23.wav
mwana musimbi mushoonto antoomwe amulombe kabali muzizwaato zyakuyambila balasobana mumuseenga kubbuwa lyameeenda 	16	11275	Female	toi	221207-165029_toi_b9a_elicit_41.wav
ngowani iituba alimwi amabbusu aatuba ufwusa kabbola kasobana cisobano cabbola iitw kuti tennis 	16	9823	Female	toi	221213-104257_toi_b9a_elicit_22.wav
kumazuba akwalo cindi ncicona tanaakali kuiwiika milawo jaumulela oyu mubelesi 	16	10617	Female	toi	221228-184203_toi_b9a_elicit_1.wav
ndasoleka kubuzya bama nene banji pesi kwiina uwakakonzya kundipa matalikilo mabotu pe 	16	8144	Female	toi	220903-234119_toi_707_elicit_42.wav
ciindi cakubuka zilakwaambauzya 	16	3040	Female	toi	221213-121824_toi_b9a_elicit_14.wav
kuli bantu bone alimwi amubwa basotooka cilindi camibala iisiya yamungunga waji alimwi iituba 	16	8643	Female	toi	221213-093545_toi_b9a_elicit_49.wav
bana bobilo bali mubulo kabajisi mabbuku ajisi zintu zisesya 	16	5966	Female	toi	221212-093156_toi_b9a_elicit_11.wav
mubwa omwe uutuba alimwi uusiya utandaanya mubwa umbi uutuba alimwi uusiya siya ujisi cidooli mumulomo 	16	10413	Female	toi	221213-091016_toi_b9a_elicit_13.wav
mwana musankwa ulabalika mucizyiba cameenda anze 	16	4560	Female	toi	221212-125046_toi_b9a_elicit_27.wav
simeso asiya siya usamide magogo alimwi a juzi li tuba kajisi a kana kakwe kaniini kasimbi kalamasusu abaluka baluka 	16	11253	Female	toi	221207-171156_toi_b9a_elicit_19.wav
sikudwaya wajata mayuwe amulwizyi alimwi usola kulidonsa 	16	5490	Female	toi	221212-151620_toi_b9a_elicit_9.wav
elyo bana ba israyeli bakasika kuyoosunza akati kabamwi basikusunza nkaambo kakuli inzala munyika ya kanana 	16	10254	Female	toi	221230-203112_toi_b9a_elicit_15.wav
mubwa usiya siya usamikidwe bulimbo bwa cikakambwe alimwi a bulimbo bwa mungungawaji kusule lyakwe 	16	8303	Female	toi	221210-154439_toi_b9a_elicit_21.wav
nkamu yabantu bali mumabwato balazundana kutandila nkomwe 	16	4696	Female	toi	221212-122525_toi_b9a_elicit_24.wav
mbwabede mutolo abulo bwakwe mutolo ulanjizya ijanza lyakwe mumbede pele cilamukataazya kuliboozya kumulomo wakwe 	16	11910	Female	toi	221214-095919_toi_b9a_elicit_0.wav
alimwi amootokala uusiya uudula kakuli mwaalumi umwi wayaama ansi kunze kwakwe 	16	7328	Female	toi	221212-093944_toi_b9a_elicit_4.wav
muntu usamide chi pompo chamusho wa mukuba uli mu buwa lyakusobanina skateboard 	16	7895	Female	toi	221207-174147_toi_b9a_elicit_8.wav
teeyakajana mpiikonzya kukalila amyeendo yayo aboobo yakapiluka kulinguwe mubwaato 	16	9801	Female	toi	220904-185526_toi_0ae_elicit_0.wav
mwaalumi uusamide sikipa iituba abulukwe bufwaafwi ulibambila kufwusa bbola 	16	6261	Female	toi	221213-100518_toi_b9a_elicit_1.wav
bamakaintu banenede bobilo balakumweta omwe akati kabo ujisi cifotozyo cakuti balifotole 	16	7305	Female	toi	221210-165717_toi_b9a_elicit_5.wav
bamaalumi bone bobilo kajisi magita balsobana kumbele lyabantu banji kumwi bantu bambi kabatambikide maanza akulangililzya 	16	12886	Female	toi	221207-150000_toi_b9a_elicit_11.wav
basilisi okuya kucibbadela bakaa kumubikka kumunzi nkobabikka bantu baciswa incinko 	16	8031	Female	toi	221228-124509_toi_b9a_elicit_30.wav
mubwa mupati ulabalika mubwizu kajisi ntambo kumulomo 	16	4265	Female	toi	221212-092637_toi_b9a_elicit_0.wav
wakaamba mudaala chiingabacende aj wi liyubumuna bukali cileke kusobana tatuli waano akusowa cindi anduwe 	16	13249	Female	toi	221228-095833_toi_b9a_elicit_11.wav
kufwumbwa citikacitike mebo nsekanjili tee kuli maseseke ngosisa kuli cipati cilubide aamwi ziyakukubeda olikke 	16	15041	Female	toi	221228-100948_toi_b9a_elicit_29.wav
muntu uusamide kalukwe kabazapawida amabbusu aasiya ulikkede munsi munsi ankamu mpati yabantu 	16	9324	Female	toi	221213-093545_toi_b9a_elicit_6.wav
elyo leza wakabbanuna meso aakwe nkabela wakabona cikala camaanzi wainka wazuzya 	16	9823	Female	toi	220929-204510_toi_97d_elicit_24.wav
mwana musimbi uusamide cisani camyeengwee iisubila subila ula sotooka sotooka abulo 	16	7078	Female	toi	221213-103202_toi_b9a_elicit_4.wav
lino bweedezezya muntu mwanakazi wakwe nkaambo mulunguzi uyookukombela aboobo uyoopona 	16	11547	Female	toi	220929-202615_toi_97d_elicit_24.wav
kumeso amane alimwi wakatalika kumukwela masusu kuzinguluka tebule 	16	7033	Female	toi	221228-175149_toi_b9a_elicit_45.wav
musankwa ujiswi ku mwalumi umbwi watondoka munwe wakwe ku juku musankwa umbi ulakulangisisya kujulu kutobela kwanza 	16	12364	Female	toi	221210-161339_toi_b9a_elicit_16.wav
mwana musyoonto wanyamuna maboko aakwe kumwi mwana umbi kakkede abwizu kulangilizya 	16	8575	Female	toi	221205-215917_toi_b9a_elicit_22.wav
eciya ciyanga acalo cilinjide mukaambo aka aboobo beelede kweenda nzila yomwe amusimbi 	16	7917	Female	toi	221228-151724_toi_b9a_elicit_39.wav
muntu sizibi ulayumya busyu bwakwe pele uululeme ulayeeya kabotu inzila zyakwe 	16	13839	Male	toi	220916-174104_toi_97d_elicit_8.wav
bulowa mumutwe bwakali kwiile kweenda mbuli meenda aasiciduunta nkombo naakabona 	16	8280	Female	toi	221228-180049_toi_b9a_elicit_13.wav
bantu bapilingene mumyoyo balasesemya jehova pele basinzila iiluleme balamubotezya 	16	10141	Female	toi	221213-134611_toi_b9a_elicit_34.wav
bweeda kunyika yako akumukowa wako nkabela njookubamba kabotu 	16	5445	Male	toi	221011-153723_toi_308_elicit_5.wav
ndilizyi mbolimvwide ono pesi taku mpora ridene ambeyo mbondilimywa kukaambo nkeena aka 	16	10890	Female	toi	221228-104522_toi_b9a_elicit_21.wav
bamaalumi bobilo basamide zisoti balanga ansi kabayoowede kubusyu 	16	5172	Female	toi	221212-132317_toi_b9a_elicit_13.wav
bamaalumi bobilo basamide nyeete zyamabala mabala basobanya ngoma kakuli mwaalumi umwi usobanya cisbonanyo camuuya 	16	9982	Female	toi	221212-120907_toi_b9a_elicit_20.wav
