sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
mwalumi utasamide cisani waima munsi a mwalumi usamide kabotu mu cisani a cibbudula uli akutondeka a mwalumi utasamide cisani 	16	10685	Female	toi	221210-182954_toi_b9a_elicit_11.wav.wav
lino bantu nibakatalika kuvula ansi alimwi nibakali kuzyala bana basimbi bana ba leza 	16	9506	Female	toi	220904-182522_toi_0ae_elicit_8.wav.wav
bana basankwa bobilo bali aangubo ansi kumbele kwa n ganda yabo 	16	4401	Female	toi	221212-131327_toi_b9a_elicit_33.wav.wav
wakali kuyanda kuti boonse bana bakwe katana basiya asiye wabayakila maanda mayumu 	16	8076	Female	toi	221228-095833_toi_b9a_elicit_45.wav.wav
mwalumi usamide kasani kakujisya ulakumweta naguma guma cimbuwa cilakukangwa a kawaya kasyonto 	16	10527	Female	toi	221210-160137_toi_b9a_elicit_22.wav.wav
bamakaintu bobilo boonse basamide magilazi basobana kasibyo mpoona bacembele basobana zyibelesyo zyanyimbo zyijisi tutambo 	16	8916	Female	toi	221230-143938_toi_b9a_elicit_2.wav.wav
mukanitu usamide cisani ci siya siya ulakuma kalizyo ka moya kumbele a bantu a mwalumi usamide cituba ulakuma harmonica alimwi aumbi uma bbanjo 	16	12773	Female	toi	221210-174855_toi_b9a_elicit_5.wav.wav
ulicizvi ncakwitila sena 	16	2450	Female	toi	221204-154324_toi_ee8_elicit_22.wav.wav
lino nyika yakabija kumeso aa leza alimwi nyika yakazula luuni lino leza wakabona 	16	9075	Female	toi	220904-182522_toi_0ae_elicit_20.wav.wav
mwaalumi uusamide zyisani zyituba ulipetede maulu kukkala mumbali azyisuwo zyijisi cisyu mani ciindene indene kumusyika 	16	11003	Female	toi	221205-203343_toi_b9a_elicit_24.wav.wav
ono mebo inga ndakubula ncezyi 	16	3539	Female	toi	221203-191722_toi_ee8_elicit_16.wav.wav
bamaalumi bobilo basamide zisoti balanga ansi kabayoowede kubusyu 	16	5172	Female	toi	221212-132317_toi_b9a_elicit_13.wav.wav
ndakayinda chimfwanikiso chamusimbi ujisi masusu malanfu asiiya kumwi katolede kwaanza komwe muluwo 	16	9483	Female	toi	221207-211353_toi_b9a_elicit_49.wav.wav
mwaalumi ulaa muncini wiimvwi amitabi yazyisamu 	16	5671	Female	toi	221205-153008_toi_b9a_elicit_11.wav.wav
babwa bobilo balakusobana a sasa lituba munsi a cuuno 	16	4787	Female	toi	221210-152748_toi_b9a_elicit_19.wav.wav
muntu uusamide kalukwe kabazapawida amabbusu aasiya ulikkede munsi munsi ankamu mpati yabantu 	16	9324	Female	toi	221213-093545_toi_b9a_elicit_6.wav.wav
kakulenga muntu wakapenga mumoyo wakwe nkabela jehova wakaamba kuti bantu 	16	8734	Female	toi	220904-182522_toi_0ae_elicit_15.wav.wav
kukubalika kutegwa ayenzye bulowa wakali kubalika ivoonse mu musumbuluko 	16	8326	Female	toi	221228-190233_toi_b9a_elicit_46.wav.wav
ulya kakololo kuli ncaakacita kumusimbi cakapa kuti afwambaane kuzumina kukwatwa kuli nguwe 	16	11139	Female	toi	221228-102126_toi_b9a_elicit_49.wav.wav
inga naakamukwanga mpoona mpaakakkede coonse cilongwe cabo nicakamana nkaambo taku mbwaakali 	16	8984	Female	toi	221228-104522_toi_b9a_elicit_47.wav.wav
alimwi a cikambwe a kati ka nzila 	16	3720	Female	toi	221210-174315_toi_b9a_elicit_4.wav.wav
caalama wakalijata amane waakweeta nkomek wakamutilila buniini butavwuli nkomeki amane wamupa 	16	10277	Female	toi	221228-181007_toi_b9a_elicit_4.wav.wav
kumazuba akwalo cindi ncicona tanaakali kuiwiika milawo jaumulela oyu mubelesi 	16	10617	Female	toi	221228-184203_toi_b9a_elicit_1.wav.wav
ku sodoma a gomora a adima a zeboimu kusikila ku lasa mbaabo bana ba hamu 	16	12954	Female	toi	220904-192446_toi_0ae_elicit_29.wav.wav
mwalumi uli a kwalala usamide mulembo utuba uli a kuma ntembauzyo a mulembo usalala 	16	8870	Female	toi	221210-172122_toi_b9a_elicit_44.wav.wav
bana bali bone bachoja manchinga abo a kunyonena kazila 	16	5966	Female	toi	221210-143625_toi_b9a_elicit_23.wav.wav
alimwi a basimbi bambi basamide zisani zituba a zibbudula zya cikambwe 	16	4900	Female	toi	221210-172122_toi_b9a_elicit_25.wav.wav
bantu bali cisambomwe bamyaka iindene balimvwi kumbele kwa bwaanda bupangidwe amabwe buvwumbidwe azyizikiziki 	16	11956	Female	toi	221212-124432_toi_b9a_elicit_16.wav.wav
moota yamuzundano yamubala wacikambwe waselemuka kuzwa mumugwagwa akuuma zyakumoota cituba 	16	8780	Female	toi	221212-115841_toi_b9a_elicit_9.wav.wav
musankwa usamide chisani chisalala a kutuba wauma bbola mpati akati ka bantu banji 	16	6239	Female	toi	221207-182835_toi_b9a_elicit_43.wav.wav
bulowa mumutwe bwakali kwiile kweenda mbuli meenda aasiciduunta nkombo naakabona 	16	8280	Female	toi	221228-180049_toi_b9a_elicit_13.wav.wav
mutwe uuli amvwi munsini wabulemu ulajanwa munzila yabululami 	16	7055	Female	toi	221214-080256_toi_b9a_elicit_45.wav.wav
kana kasimbi kalazekaula aa mesulu yamungunga waji uulisamide a lutambo lwamu zyuuno zyamumoota 	16	9687	Female	toi	221212-123117_toi_b9a_elicit_15.wav.wav
wakanywa munggutyu yomwe biyo amane waunka afwooni 	16	7260	Female	toi	221228-162240_toi_b9a_elicit_32.wav.wav
kuya kulinda nkolola yabukoko kumunzi kwa syamulipwe 	16	4719	Female	toi	221203-160114_toi_ee8_elicit_30.wav.wav
mwana musankwa ulabalika mucizyiba cameenda anze 	16	4560	Female	toi	221212-125046_toi_b9a_elicit_27.wav.wav
na muntu wapilusya bubi mucibaka cabubotu bubi tabukooyoozwa mung anda yakwe 	16	9301	Female	toi	221214-081355_toi_b9a_elicit_10.wav.wav
ikabunga kabantu baimvwi mulongo kumbele asambalilwa zyintu mucintoolo 	16	6919	Female	toi	221205-210659_toi_b9a_elicit_8.wav.wav
ulandinamatila nkaambo ndamuzyalila bana balombe botatwe aboobo wakamuulika izina lya levi 	16	8916	Female	toi	221229-141356_toi_b9a_elicit_1.wav.wav
mukaintu ulikkede munsi a muzela wa maluba luba kalanga mumugelo 	16	6261	Female	toi	221210-144827_toi_b9a_elicit_18.wav.wav
kanunga kabamalumi badekede balakulya akantini 	16	5354	Female	toi	221207-181110_toi_b9a_elicit_1.wav.wav
citondezyo camwaalumi kwali kulubazu lomwe ubamba cakulya ambaula yakukanga nyama kasamide amagilazi alimwi asikipa iisiya 	16	12500	Female	toi	221213-111848_toi_b9a_elicit_21.wav.wav
omwe mukaintu uusamide delesi isyoonto iisiya alimwi acitambala camungunga waji 	16	6738	Female	toi	221213-085747_toi_b9a_elicit_10.wav.wav
cakugwasya haamwaandwe wakaamba lwando kusola kulayamweenzyinyina 	16	6397	Female	toi	221228-151724_toi_b9a_elicit_45.wav.wav
mubwa uusiya ulayaamba kumwi kajisi bbola lyacisobamo catenesi kumulomo 	16	8190	Female	toi	221207-145254_toi_b9a_elicit_0.wav.wav
basimbi bobilo balikkede mumabazu aayindene atebule yazintu zyakubamba bamba amabbuku 	16	6602	Female	toi	221212-130445_toi_b9a_elicit_18.wav.wav
musankwa ulakugankila akasobano cisobano ca kusotauka mponya bakulanyina balamulangilizya 	16	11502	Female	toi	221207-182835_toi_b9a_elicit_9.wav.wav
muntu mutengwana uuenda cakululama mubotu kwiinda muntu uupilingene kukwaamba mufubafuba 	16	7917	Female	toi	221214-082558_toi_b9a_elicit_0.wav.wav
mubwa uutuba uula zigamba zisiya siya ameso wabalika mumuunda wabwizu uuvumbwidwe amaluba 	16	9801	Female	toi	221212-145541_toi_b9a_elicit_8.wav.wav
nkabela leya wakati ndajana coolwe aboobo wakamuulika izina lya gadi 	16	6828	Female	toi	221229-141356_toi_b9a_elicit_16.wav.wav
umvwa nzi atwaambo ootu 	16	2767	Female	toi	221205-183240_toi_ee8_elicit_30.wav.wav
haatimba wakabona cikwankwani cakalembedwe kuti mazabuka rural council 	16	7169	Female	toi	221228-093456_toi_b9a_elicit_14.wav.wav
kuli musankwa pesi uubeleka kwakwe oyu musankwa masiku inga uleendeenda kulonda munzi 	16	9301	Female	toi	221228-155549_toi_b9a_elicit_9.wav.wav
kankala kachikuwa kamushobo utuba alimwi a nkwiki nkwiki kalasubana a kankala kambi kala masusu abbulungene kamushobo utuba 	16	13862	Female	toi	221207-175250_toi_b9a_elicit_8.wav.wav
lino wakabaambila kuti langa izuba mpolicili talina kubbila 	16	6760	Female	toi	221229-142606_toi_b9a_elicit_9.wav.wav
mubwa uula mabala mabala uutuba kuusiya alimwi kuusiya siya uleenda cakuselemuka mukazila musyookwe 	16	9710	Female	toi	221212-123748_toi_b9a_elicit_13.wav.wav
mwana uliifwoola kuuma bbola yacisobano ca baseball mukasabwi kumwi bamaalumi bobilo kabalangilizya 	16	9301	Female	toi	221205-133657_toi_b9a_elicit_2.wav.wav
jakobo mbwaakasika kuli labani mbwaakakwata leya a rakele 	16	5127	Female	toi	221229-142606_toi_b9a_elicit_0.wav.wav
sikuma kaneti usamide cisani ca sikkaka ulikusotoka a kusola kuti aume kaneti 	16	7123	Female	toi	221210-182954_toi_b9a_elicit_0.wav.wav
ulakonzya kusotoka kumwiinda muntu oolu luwaya wakatondeka luwaya iwaazingulukide lubuwa 	16	10027	Female	toi	221228-145629_toi_b9a_elicit_4.wav.wav
kukonka akati kesu swebo ayebo atutangane ayebo cizuminano kosyomezya kuti 	16	8349	Female	toi	221230-114451_toi_b9a_elicit_43.wav.wav
mulombwana ucita tiliki acinga mujulu 	16	3516	Female	toi	221213-111359_toi_b9a_elicit_6.wav.wav
wakagunwa kapati amoyo wakacisa kwiindilila naakacebuka wakajana meso oorse avwoomene kulanga nguwe 	16	9664	Female	toi	221228-162240_toi_b9a_elicit_24.wav.wav
mubwa ulaleka ulagama kulya ncaapegwa 	16	3289	Female	toi	221203-121206_toi_ee8_elicit_20.wav.wav
ino kayi nkaambo nzi ng anda yokwanu ncoili mpati kwiinda zimwi alimwi yalo ili akati 	16	9438	Female	toi	221228-093456_toi_b9a_elicit_34.wav.wav
lino kakuli inzala muzisi zyoonse pele munyika yoonse ya egepita kakuli zilyo 	16	5331	Female	toi	221230-203112_toi_b9a_elicit_5.wav.wav
cilainda kugwasya kuzitobela zimwi ziyanza zyakatusiila sikale taata 	16	10050	Female	toi	221228-124509_toi_b9a_elicit_18.wav.wav
kayuni katuba akusiya kaimvwi mumaanza amuntu ujisi nseke zyamalangazuba 	16	6534	Female	toi	221230-121748_toi_b9a_elicit_41.wav.wav
mwalumi usamide chisani ci siya a bulukwe bwa jiini ulaku gonka chisamu a tebule kuti amaninzye kuyaka mupanda wa zisamu ngwakatalika 	16	13181	Female	toi	221207-182835_toi_b9a_elicit_22.wav.wav
kuti koyeeya kuti wakayabayizya kalinda ino iwe uyeeya 	16	5717	Female	toi	221228-175149_toi_b9a_elicit_35.wav.wav
mwaalumi ulazuza asyoonto asyoonto mumugwagwa mpoona kwainda muntu uccovwa umwetamweta 	16	8212	Female	toi	221205-133657_toi_b9a_elicit_4.wav.wav
mwalumi usamide kasabwi kakulyengelela a ngowani ya cikambwe ujisi munkuli mujulu 	16	7418	Female	toi	221210-150640_toi_b9a_elicit_17.wav.wav
mubwa omwe uutuba alimwi uusiya utandaanya mubwa umbi uutuba alimwi uusiya siya ujisi cidooli mumulomo 	16	10413	Female	toi	221213-091016_toi_b9a_elicit_13.wav.wav
lino nibwakaca abrahamu wakafuma wabweza zinkwa ankomo yamaanzi wapa hagare 	16	10164	Female	toi	220929-204510_toi_97d_elicit_14.wav.wav
nkabela bakali kulya caabilo cabo farao ncaakabapa aboobo teebakauzya nyika yabo 	16	7940	Female	toi	221230-151632_toi_b9a_elicit_22.wav.wav
wakalisalila inkwaalale yoonse ya jordano watozya kujwe mbuboobo mbubakaanzaana 	16	10799	Female	toi	220927-202016_toi_97d_elicit_38.wav.wav
mulombwana uli akulifotola a cifotozyo kainvwi a cintu cimwi 	16	4764	Female	toi	221210-160825_toi_b9a_elicit_0.wav.wav
koula busongo alulayo abupampu wisi mululami ulasekelela loko uuzyala musongo ulajana kukondwa mulinguwe 	16	12931	Female	toi	221214-090248_toi_b9a_elicit_24.wav.wav
uzyila kwa haanjalika wakaamba caalama kumwi kamweta mweta 	16	6102	Female	toi	221228-094635_toi_b9a_elicit_5.wav.wav
mubwa uusiya utandaanya mubwa umbi uusiya ujisi bbola 	16	4900	Female	toi	221205-204405_toi_b9a_elicit_21.wav.wav
mucibona aakale bakombwe banji balwana okuno nkoamba boobo ndayeeya cindi nindakacili mwana 	16	11071	Female	toi	221228-093456_toi_b9a_elicit_45.wav.wav
wabona izaka elyo wakaseluka kuzwa kunkamele yakwe wabuzya mulanda kuti 	16	6329	Female	toi	221230-115905_toi_b9a_elicit_9.wav.wav
kana kasankwa kala masusu aatuba tuba kasamide sikipa yamaanza malafwu yacisombo abuluke bwa cikambwe usotooka mugelo mucisaka 	16	10935	Female	toi	221213-094418_toi_b9a_elicit_12.wav.wav
moota uusubila uulanzikidwe mubali mwajelele yamabwe kakuli musimbi ulebelela 	16	8280	Female	toi	221213-091016_toi_b9a_elicit_15.wav.wav
sena tulangika mbuli zigwebenga wakabuzya aummi kumwi kalanga mubelesi 	16	7509	Female	toi	221228-184203_toi_b9a_elicit_22.wav.wav
muma nyuzipepa tulabala bweende bwacisi cesu tulamvwa bantu 	16	5354	Female	toi	220912-161719_toi_707_elicit_22.wav.wav
mwalumi usamide cisani ca cisombo ulakwenda kuya ku musilikali winvwi a kusotekela mugwagwa wabana maleya 	16	10685	Female	toi	221210-173747_toi_b9a_elicit_20.wav.wav
nkamu yabantu baimvwi anze an ganda izingulukidw abusi 	16	5240	Female	toi	221213-100518_toi_b9a_elicit_4.wav.wav
yaa twaka samba biyo tucitalika kulya moonga wakabuzya kuti ncisyunzi basa 	16	8439	Female	toi	221204-123335_toi_ee8_elicit_45.wav.wav
musankwa unenede uli a kutijana kuzyunguluka a bwizu musule a ma dangamwa 	16	6193	Female	toi	221210-175557_toi_b9a_elicit_0.wav.wav
amisamu yamusokwe niyatakalina kumena nkaambo jehova leza katana kuwisya imvula 	16	8212	Female	toi	221228-193637_toi_b9a_elicit_4.wav.wav
mumwezi wa gandapati nceciindi bantu bamwi nobajwa bwizu bwakuvumbya maanda abo mumwezi oyu kwaana takumani pe 	16	13816	Female	toi	220903-234119_toi_707_elicit_18.wav.wav
musankwa mukubusyi ulaa masusu malemu asubila wabikka mulongo wamabbola aakwe ali fwuka atabule lisobaninwa cisobano ca pool 	16	11048	Female	toi	221205-164321_toi_b9a_elicit_16.wav.wav
mwana musimbi mushoonto antoomwe amulombe kabali muzizwaato zyakuyambila balasobana mumuseenga kubbuwa lyameeenda 	16	11275	Female	toi	221207-165029_toi_b9a_elicit_41.wav.wav
mombe yokwanu ilililwa mukabiya 	16	2858	Female	toi	221204-133851_toi_ee8_elicit_6.wav.wav
amane wakati ndiyeeya kuti badaala kuli cakabapa kuti baambe boobo 	16	5626	Female	toi	221228-182130_toi_b9a_elicit_45.wav.wav
bankala bobile batija kuzya mukazila katali a nyanzabili akusiya munkala omwe kusyule 	16	9324	Female	toi	221207-171156_toi_b9a_elicit_25.wav.wav
nomwakacili bana mbaani bakali bapati banu mwakali kukala kuli 	16	5036	Female	toi	220907-085934_toi_707_elicit_23.wav.wav
musimbi ujisi masusu aasubila ulimvwi anze alimwi ukanana amwalumi uusamide sikipa iitba alimwi amwaalumi umwi uula npanza 	16	11774	Female	toi	221212-122525_toi_b9a_elicit_15.wav.wav
alimwi kufumbwa nzondipa ncobeni njooboozya cipanzi cakumi cazyo kulinduwe 	16	13589	Female	toi	221229-150312_toi_b9a_elicit_27.wav.wav
mpoonya awo wakaboola esau mukulana wakwe kuzwa mukuvwima 	16	5603	Female	toi	221230-113547_toi_b9a_elicit_45.wav.wav
bana bobilo bali mubulo kabajisi mabbuku ajisi zintu zisesya 	16	5966	Female	toi	221212-093156_toi_b9a_elicit_11.wav.wav
tee sikale wakati kazyula nkumba muyoba wakabuzya mutelampondo 	16	5898	Female	toi	221228-151724_toi_b9a_elicit_22.wav.wav
bantu bobilo babikide mitwe yabo atebule kakulinimulombwana uli mu jakete lya cisikili ulanga anze wabona zyendelo zibungene inchinga alimwi anhonda 	16	14338	Female	toi	221207-165029_toi_b9a_elicit_8.wav.wav
makani manji manji akakakananwa pele kwakalangika kuti nondo tanaakali kuteelela caka iikwaambwa 	16	7917	Female	toi	220906-211510_toi_707_elicit_11.wav.wav
ncecimwi cinga capa bantu kuti bafwambaane kukwatana kutegwa basisikizye da 	16	7191	Female	toi	221228-104522_toi_b9a_elicit_1.wav.wav
mwana musongo ulabotezya wisi pele muntu mufubafuba ulasampaula banyina 	16	6692	Female	toi	221214-080256_toi_b9a_elicit_1.wav.wav
mukaintu uusiya amukaintu mukuwa kusanganya abamakuwa basankwa botatwe basamide zyisiya kabali kumbele amatantilong anda mpoona bantu banji balikkede 	16	14202	Female	toi	221205-142705_toi_b9a_elicit_24.wav.wav
lino tuyoojana zintu ziyandika akuzuzya maanda esu imbono waala ciselo cako munkamu yesu 	16	10300	Female	toi	221213-113324_toi_b9a_elicit_11.wav.wav
bamakaintu botatwe basamide zisani zyamapobwe zyamabala mabala balazyanza ane mulubuwa 	16	9211	Female	toi	221212-131327_toi_b9a_elicit_36.wav.wav
ibayaki bobilo balikkede mujulu kumbali mbali amayake 	16	4514	Female	toi	221230-130419_toi_b9a_elicit_25.wav.wav
mwaalumi uusamide ngowani yamungunga waji uutanta bwaanda bubambidwe amabwe nkouli kumbali 	16	8462	Female	toi	221212-093156_toi_b9a_elicit_5.wav.wav
nkabela labani wakamwaambila kuti ncobeni uli zifuwa zyangu anyama yangu 	16	8371	Female	toi	221229-142606_toi_b9a_elicit_20.wav.wav
kuyanda akati kabo mpawo jehova wakaamba kuti muuya wangu tuukooyookazyanya 	16	9347	Female	toi	220904-182522_toi_0ae_elicit_10.wav.wav
ino nkokutyani oko sulwe wakabuzya suntwe 	16	3380	Female	toi	220906-213431_toi_707_elicit_1.wav.wav
sikudwaya wajata mayuwe amulwizyi alimwi usola kulidonsa 	16	5490	Female	toi	221212-151620_toi_b9a_elicit_9.wav.wav
nkukonya oko kuli mundaalila amabwe mayandisi aaonukisi azina lyamulonga wabili 	16	11321	Female	toi	221228-193637_toi_b9a_elicit_14.wav.wav
musimbi usamide delesi lyacikambwe lyatudyombwi uleenda acitanda katasamide mabbusu 	16	7418	Female	toi	221230-122753_toi_b9a_elicit_20.wav.wav
musanu aane amusanu alimwi wakazyala bana balombe abasimbi aboobo mazuba oonse 	16	11230	Female	toi	220904-182522_toi_0ae_elicit_3.wav.wav
mwalumi usamide chisani ca sikkaka ulakubeleka musule a tefule lyakusambalila kumusika wa baswi 	16	10481	Female	toi	221207-213049_toi_b9a_elicit_15.wav.wav
mwalumi usamide zisani zyamungungawaji akusiya siya ulakweenda a bololo lya ng ombe zyakwe mumushenga 	16	12342	Female	toi	221207-172046_toi_b9a_elicit_26.wav.wav
mukaintu uusamide sikipa itakwe maboko isubila amusinsi mulamfwu usiya ujisi mwana kumaanza mpoona ujislidi umnbi mwana kukuboko kumwi kabeenda 	16	14928	Female	toi	221205-142705_toi_b9a_elicit_39.wav.wav
amane waunka kuya kulanga cigutumya ani kuti ncigwebenga 	16	5921	Female	toi	221228-151724_toi_b9a_elicit_34.wav.wav
silutwe wa basikalumamba usamide sikipa limweka wiimvwi kumbele lyamootokala amubwa wakwe 	16	8417	Female	toi	221230-143938_toi_b9a_elicit_19.wav.wav
mwana uusamide delesi lisubila utanta matantilo a ng anda kunjila 	16	5104	Female	toi	221230-144601_toi_b9a_elicit_36.wav.wav
mwana musimbi uusamide cisani camyeengwee iisubila subila ula sotooka sotooka abulo 	16	7078	Female	toi	221213-103202_toi_b9a_elicit_4.wav.wav
mpawo wakainka wazibweza wazileta kulibanyina nkabela banyina bakajika nyama 	16	7509	Female	toi	221230-113547_toi_b9a_elicit_19.wav.wav
nkaambo inzila zyamuntu zili mumeso aa jehova ngonguwe uulingula migwagwa yakwe yoonse 	16	7986	Female	toi	221213-115557_toi_b9a_elicit_41.wav.wav
elyo wakati utatandabiki ijanza lyako kumwana nikuba kumucitila cintu 	16	5876	Female	toi	221228-201041_toi_b9a_elicit_12.wav.wav
mwaalumi uukkede mucuuno capulasitiki camubala wacikambwe uyupa cisyumani mukatiba kaali acuuno cimbi 	16	9301	Female	toi	221212-123117_toi_b9a_elicit_5.wav.wav
mpawo jakobo wakatumina rakele a leya mulazyo wakubaita musokwe mwaakali kweembelela 	16	8212	Female	toi	221230-210020_toi_b9a_elicit_16.wav.wav
amufubafuba ulaba muzike wamusongo micelo yabaluleme musamu wabuumi 	16	8349	Female	toi	221213-134611_toi_b9a_elicit_44.wav.wav
walo wakali kulimvwa kuti abuzuba wali kwiindilila kumuyanda 	16	5762	Female	toi	221228-130305_toi_b9a_elicit_12.wav.wav
bantu bobilo basamide zyibaki bali mumuzundano wakuselemuka mucaanda 	16	6624	Female	toi	221230-123721_toi_b9a_elicit_33.wav.wav
basabkwa bobilo basamide magiloovu aatuba alimwi kabali mwakulwanina 	16	6171	Female	toi	221212-091650_toi_b9a_elicit_48.wav.wav
lino kaini wakaambila munyina abelo kuti atweende musokwe nkabela nebakali 	16	9301	Female	toi	221228-194723_toi_b9a_elicit_31.wav.wav
busongo bubotu bulaleta coolwe pele inzila yabasikweena ilatola kulunyonyooko 	16	8280	Female	toi	221213-153046_toi_b9a_elicit_39.wav.wav
nkaambo kuti haamwaandwe naakali kukozya kuzyiba ncaakasiside mumoyo lwando 	16	5581	Female	toi	221228-104522_toi_b9a_elicit_46.wav.wav
mukaintu uuccovwa ncinga mukanzila kamatombe mumabwizu malamfwu 	16	5150	Female	toi	221213-103711_toi_b9a_elicit_0.wav.wav
tapatila musongo ulakuyanda iyisya muntu musongo ulaliyungizizya busongo alimwi fundisya muntu uululeme ulavuzya luzibo lwakwe 	16	13204	Female	toi	221213-132311_toi_b9a_elicit_30.wav.wav
lino oyo muntu wakacita mbubonya mbuli josefa mbwaakalailila wakanjizya bantu mung anda ya josefa 	16	7668	Female	toi	221230-204223_toi_b9a_elicit_27.wav.wav
nakalindu uusamide sikipa yacisombo alimwi akatambala kamumutweka nkwihyi kwihyi ulimvwi munsi munsi asyookwe 	16	9415	Female	toi	221212-151620_toi_b9a_elicit_25.wav.wav
toonse biyo tuli bana bamuntu omwe tuli bantu baluleme balanda bako tabali basimutambatamba pe 	16	9369	Female	toi	221230-203112_toi_b9a_elicit_23.wav.wav
nkaambo walo ulaunka kuli haatimba kuya kumubuzya auti ncinzi cakali kucitika 	16	9052	Female	toi	221228-130305_toi_b9a_elicit_38.wav.wav
yeelelwa zyakusama ncecindi ncicoona eci ncaakagi kuzwezya caamweenzeezya masusu 	16	9778	Female	toi	221228-185504_toi_b9a_elicit_22.wav.wav
jumbabula wakavuwa kuti umuna mudaala uya kucilya cinkomba buzuba mboya kupenga 	16	7804	Female	toi	221204-123335_toi_ee8_elicit_36.wav.wav
elyo josefa wakainka kuyoovwika wisi abalo balanda boonse ba farao bakainka awe 	16	7055	Female	toi	221230-144601_toi_b9a_elicit_11.wav.wav
mwana wamwanike wakwe ambono zyabo zyoonse nzibakavubide abasing anda boonse 	16	9664	Female	toi	220904-192446_toi_0ae_elicit_46.wav.wav
zyabantu alunyungu lwako luvube mulyango wabaabo balusulide 	16	5603	Female	toi	221230-115905_toi_b9a_elicit_3.wav.wav
wakaide kubbwelemana muma zwi siko wakati kabanyonka biyo ngaabanyina 	16	6760	Female	toi	220912-161719_toi_707_elicit_14.wav.wav
bamakaintu mpobazandwida boombe kumanyina beembezi haatimba kakkede acuuno cacipaya kuteelela twaano 	16	10890	Female	toi	221228-094635_toi_b9a_elicit_20.wav.wav
mwana musankwa ulakumweta ka tapula menda a kukkala mukati a zintu zyakuyambila zi salala a zya cikambwe 	16	7827	Female	toi	221210-173239_toi_b9a_elicit_6.wav.wav
wakaleta mulandu mupati but kumwami kalenganzubo ncaatakali kumana mapena kuli neuwe 	16	11752	Female	toi	221228-180049_toi_b9a_elicit_35.wav.wav
balo bakaamba kuti nkaambo kuti bantu bamvwa ulalya mapopwe ula koola 	16	7963	Female	toi	220828-202103_toi_707_elicit_22.wav.wav
lino kwakaba inzala munyika nkukuti inzala imbi iteensi intaanzi yamumazuba aa abrahamu nkabela izaka wakainka kuli abimeleki mwami waba filisti ku gerari 	16	14701	Female	toi	221230-114451_toi_b9a_elicit_4.wav.wav
tutabi balimi abavubi banjombe toonse syokwe lyapya nombe zilabula bwizu bwakucela 	16	13068	Female	toi	220912-145955_toi_707_elicit_20.wav.wav
mwaalumi omwe ukkede usobanya kabbanjo kakuli umwi mwaalumi ulinvwi munsi mwa bbanjo mpati 	16	7600	Female	toi	221212-092637_toi_b9a_elicit_7.wav.wav
mubwa ulasotooka mumuuya kaumigwa ameenda 	16	5308	Female	toi	221213-104742_toi_b9a_elicit_24.wav.wav
pesi kumulanga biyo wakali kweelela kuba cigwebenga 	16	4401	Female	toi	221228-151724_toi_b9a_elicit_19.wav.wav
wakali kwille kubimba mbuli nzuki zibililizya muzinga wabuci 	16	4287	Female	toi	221228-180049_toi_b9a_elicit_1.wav.wav
mwaalumi uusamide jansi yacipaya iijisi nsingo wamyoonta nsingo yamukaintu uusamide campeyo camubala wacisikili uusamide citambala cituba 	16	12795	Female	toi	221212-093156_toi_b9a_elicit_18.wav.wav
kana kasamide ci bbudula ca jiini kasotokela sikufotola kubelsya skate board elyo bambi basikusobana alimwi absikufotola kabebelela 	16	11820	Female	toi	221210-151232_toi_b9a_elicit_24.wav.wav
basa inga kamutubula tobananyoko 	16	3403	Female	toi	221203-172224_toi_ee8_elicit_11.wav.wav
nkabela leya wakati ndajana lukondo nkaambo banakazi bazoondaamba kuti ngusilukondo aboobo wakamuulika izina lya aseri 	16	12047	Female	toi	221229-141356_toi_b9a_elicit_18.wav.wav
bulilu bwazisyu buli antoomwe aluyando mbubotu kwiinda musune uuyokedwe alusulo 	16	9233	Female	toi	221213-153842_toi_b9a_elicit_48.wav.wav
bakalusinganya akulusinganya lukwato lwesu bakamwaambila mukaintu wangu 	16	5762	Female	toi	221228-182130_toi_b9a_elicit_42.wav.wav
wakamuvwiila kuti ndakacita obo nkaambo kakuti ndakali kuyeeya kuti ncobeni banti 	16	10322	Female	toi	220929-202615_toi_97d_elicit_32.wav.wav
basimbi bobilo bali mumeenda alimwi omwe wabo usamide sikipa iituba 	16	5944	Female	toi	221212-131327_toi_b9a_elicit_24.wav.wav
nkaambo kakuti bakacili kusyibingana tibakali kuyanda kufwambaana kwaanjila makani aaya 	16	9415	Female	toi	221228-094635_toi_b9a_elicit_27.wav.wav
zyoonse lino mwami wa sodoma wakaambila abramu kuti kondipa bantu pele imbono 	16	9619	Female	toi	220927-204620_toi_97d_elicit_34.wav.wav
kuciindi cakusekelela bantu bajisi zyizo zyikozyenye boonana mucisi ca asia bamwi bantu balajatilila dembela mujulu kutondezya lugwasyilizyo kuli mbabo 	16	12614	Female	toi	221230-132542_toi_b9a_elicit_10.wav.wav
lino labani katawo kainkide kuku gela imbelele zyakwe nkabela rakele wakabba zimpangaliko zyawisi 	16	11820	Female	toi	221230-210020_toi_b9a_elicit_36.wav.wav
maswu a bantu bali musanu balaboneka mu caanda muli saka lya cikuwa liboyu kabapati lya mushobo wa cikambwe 	16	12183	Female	toi	221210-150640_toi_b9a_elicit_9.wav.wav
