sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
awabili awatatu abasimatanga bakali musule boonse buyo wakabalailila kuti mbuboobu mbumweelede kwaambila esau mwamujana 	16	12636	Male	toi	221011-153723_toi_308_elicit_19.wav
bamaalumi bobilo basamide zisoti balanga ansi kabayoowede kubusyu 	16	5172	Female	toi	221212-132317_toi_b9a_elicit_13.wav
bamwi bantu bacita kuti akwata umbi mukaintu uuya namalelo wamuleka kakunyina akaambo kaluzi 	16	6965	Male	toi	220829-113431_toi_0ae_elicit_4.wav
pele jakobo wakaya ku sukoti waakuliyakila ing anda azyalo ing ombe zyakwe wakaziyakila zibaya nciceeco oku kuntu ncikuulikidwe izina lya sukoti 	16	17287	Male	toi	221011-160540_toi_308_elicit_8.wav
mulombwana ulakutondeka cimwi cintu ku musankwa mukati a bbuwa lya ndeke kakuboneke a ndeke musyule 	16	9642	Female	toi	221210-151712_toi_b9a_elicit_21.wav
banamutekenya bobillo beenzya moota uubambidwe bwaandeene 	16	6216	Female	toi	221207-144416_toi_b9a_elicit_22.wav
lwando wakalanga kabotu kabotu akulisansamuna til azisani 	16	7804	Male	toi	220907-203915_toi_97d_elicit_23.wav
eci nkaambo kakuyandana kapati ulajana mubasimbi mbatayandi tasiki pe 	16	5558	Male	toi	220824-212101_toi_0ae_elicit_0.wav
basikitanta bobilo basoleka kutanta mulundu uvwumbidwe caanda koonse atala alo beenzinyina mpobabede kubalindila 	16	12455	Female	toi	221205-145546_toi_b9a_elicit_27.wav
mufwambaane biyo taata buzuba bomwe tabubozyi uya kwi ya juunza taata langa ndapenga biya 	16	8280	Female	toi	221203-121206_toi_ee8_elicit_43.wav
kumvwa ulamvwa pele tabiki moyo kumakani sa ulibwene muntu uufwanzya kwaamba 	16	13521	Male	toi	220916-164149_toi_97d_elicit_40.wav
lino juda abeenzinyina nebakasika kung anda ya josefa bajana kuti mpacili nkabela bakamuvundamina ansi 	16	9937	Female	toi	221230-161409_toi_b9a_elicit_14.wav
lyoonse mabondo alacaala kaabwa 	16	2246	Male	toi	220829-115108_toi_0ae_elicit_1.wav
baswiilile majwi aakumvwisya batambule lulayo lwakucenjeia bululami ambeta aboololoki 	16	10118	Female	toi	221213-113324_toi_b9a_elicit_3.wav
mwalumi watondezya bumwi kubusyu bwakwe kajisi mwana a chamba cakwe 	16	7146	Female	toi	221210-144827_toi_b9a_elicit_20.wav
azine zitaambi kuti twalamwa nkokuti kabanda izyalilo lyamusundi nyika yacimpayuma 	16	15586	Male	toi	220916-171743_toi_97d_elicit_15.wav
wabona izaka elyo wakaseluka kuzwa kunkamele yakwe wabuzya mulanda kuti 	16	6329	Female	toi	221230-115905_toi_b9a_elicit_9.wav
kukala acooko cakulululi lwang anda nkubotu kwiinda kukala amwanakazi silwaambwe mung anda impati 	16	10141	Female	toi	221214-084847_toi_b9a_elicit_13.wav
ziendelezye isikati amasiku akwaanzaanya mumuni amudima nkabela leza wakabona kuti ncintu cibotu 	16	9959	Female	toi	221228-192906_toi_b9a_elicit_3.wav
mwalumi uusamide cisiya alimwi angowani mumeenda ulakwasula muka bwato ka yanyanzabili 	16	6783	Female	toi	221212-131327_toi_b9a_elicit_23.wav
njoobapambula muli jakobo akubamwaisya muba israyeli juda ibanyoko bayookutembaula 	16	8530	Female	toi	221230-145947_toi_b9a_elicit_26.wav
wakaya musyokwe mukuyanda musamu mubotu wakufwala ngoma yakusambala 	16	6375	Male	toi	220829-210823_toi_0ae_elicit_26.wav
mulombwana uli aamasusu mabotu usamide cibaki cacikambwe amubala wa mungunga waji wiile kumwetamweta kumwi kali kumbele a kasabwe 	16	10731	Female	toi	221230-143938_toi_b9a_elicit_14.wav
butolo bulatola mung onzi impati mutolo ulafwa inzala uubamba mulao nguubamba buumi bwakwe 	16	8870	Female	toi	221214-082558_toi_b9a_elicit_14.wav
naakasika akubuzya nkwaakaajana maila manji al boobu 	16	4265	Male	toi	220829-121443_toi_0ae_elicit_22.wav
izina bbotu lilayandika kwiinda buvubi bunji aluzyalo ndubotu kwiinda insiliva angolida 	16	14724	Male	toi	220916-174104_toi_97d_elicit_11.wav
lulimi lwamusongo lulaamba luzibo pele milomo yabafubafuba ilatuntumuna zipilingene 	16	10481	Female	toi	221213-153842_toi_b9a_elicit_33.wav
inkulu yakacuuma cifwanikiso mpocili akati kati wakacimatula cifwanikiso amane wacizazaula 	16	12115	Male	toi	220907-201714_toi_97d_elicit_47.wav
ono bumwi buzuba nduwe ooya kuba mweendo 	16	2745	Male	toi	220829-210823_toi_0ae_elicit_20.wav
basankwa botatwe basamide zisani zyamushobo wamukuba balakumweta mweta alimwi balakoobolana 	16	8893	Female	toi	221207-180404_toi_b9a_elicit_25.wav
mwaalumi uukkede mucuuno capulasitiki camubala wacikambwe uyupa cisyumani mukatiba kaali acuuno cimbi 	16	9301	Female	toi	221212-123117_toi_b9a_elicit_5.wav
ooyo muntu wakaamba kuti yabota minimba yakaya 	16	5059	Male	toi	220829-123454_toi_0ae_elicit_43.wav
swiilila uso iwakakuzyala alimwi utasampauli banyoko na bacembaala koula lusinizyo utaluulisyi pe 	16	15427	Male	toi	220916-181440_toi_97d_elicit_1.wav
amba kuti zyabusaasa nzeziyooba zyakuvola zyako lino imbelele zyoonse zyakazyala zyabusaasa 	16	9801	Female	toi	221230-210020_toi_b9a_elicit_20.wav
mwalumi ulakukkilina ma tefule mu kantini kazwide zyuno zya kkokkokkola a madeko 	16	9301	Female	toi	221210-151712_toi_b9a_elicit_17.wav
lino wakaminta wazyala mwana mulombe wamuulika izina lya eri 	16	7759	Male	toi	221011-170850_toi_308_elicit_45.wav
lino rebeka wakali kuswiilila ciindi eco izaka naakali kwaambila mwanaakwe esau 	16	6284	Female	toi	221230-113547_toi_b9a_elicit_8.wav
wakanywa munggutyu yomwe biyo amane waunka afwooni 	16	7260	Female	toi	221228-162240_toi_b9a_elicit_32.wav
tozyi sena kuti kuti kwaba caba kumukaintu wako inga bakutola kunkuta 	16	8144	Female	toi	221228-124509_toi_b9a_elicit_20.wav
balo bana bacaale bakagama biyo kuya musyokwe mukuliseenya bacaale akusiya bukwazi muranda 	16	7282	Male	toi	220825-174423_toi_0ae_elicit_34.wav
bamaalumi bobila bayoka nyama ambaula kumwi mwana musimbi kasobana 	16	5853	Female	toi	221230-122753_toi_b9a_elicit_12.wav
ncobeni pe kaamba bantu baya zyakaba zidakwa mumakuwa 	16	4991	Male	toi	220829-113431_toi_0ae_elicit_17.wav
foci ciimbo cilaimbwa nyeendo zinji nobafumba mavu mane umwi kakaye kakamuwide 	16	10935	Female	toi	220904-001239_toi_707_elicit_12.wav
kunjila mucilao mwakabede sara wati fwambaana ubambe insangwa zyotatwe zyabusu 	16	10232	Female	toi	220927-213329_toi_97d_elicit_4.wav
wainni ituba acakulya cantalisyo zilatondezyegwa mung anda yakulida 	16	6828	Female	toi	221230-130419_toi_b9a_elicit_23.wav
umwi musankwa katana anzyigwa amakwaakwe 	16	2563	Male	toi	220829-205441_toi_0ae_elicit_20.wav
wakamywa muntu uuzya mukupa uuma kalangu kutegwa bayanda kuula baunke 	16	7078	Female	toi	221228-131959_toi_b9a_elicit_1.wav
imbono zyabo zyoonse atwana twabo toonse abanakazi babo boonse zyoonse buyo zyamung anda bakazisaala akuzitola 	16	14293	Male	toi	221011-160540_toi_308_elicit_47.wav
mwaalumi uusamide sikipa yamubala usiya waabanya cimwi cintu kukabunga kabasimbi bakkede acuuno cacipulanga 	16	11048	Female	toi	221205-160542_toi_b9a_elicit_26.wav
aboobo cipo cakatumwa kunembo pele walo mwini wakoona masiku ayo mpoonya awo amalabba 	16	3471	Male	toi	221011-153723_toi_308_elicit_22.wav
bukali bulayoosya lunyemo lulakataazya pele ibbivwe ngwani uukonzya kwiima kulindilyo 	16	9006	Female	toi	221214-095919_toi_b9a_elicit_12.wav
ono sunu antela kaambyo takaambi mwanaa nya 	16	2767	Male	toi	220829-113431_toi_0ae_elicit_16.wav
mpawo rubeni naakaboola kudindi akujana kuti josefa tacimo wakadeluula zyakusama zyakwe 	16	9460	Male	toi	221011-170850_toi_308_elicit_33.wav
wakali kumubelekela ulabamba bamba mung anda ijikila wakamwaambila 	16	8802	Male	toi	220912-174208_toi_97d_elicit_1.wav
nee kondisiya biyo mung anda mebo wakavwilla haatimba kumwi kalangilila bakombwe 	16	7101	Female	toi	221228-093456_toi_b9a_elicit_43.wav
kuti naa mubelesi wang nkwali ang anda nindakaswena munsi iyakwe kuti ndibone naa nguni ngundakali kukanana limwi 	16	10958	Female	toi	221228-190233_toi_b9a_elicit_48.wav
ndisicinswe aboobo ndayuba wakati ino ngwani wakakulwiida kuti uli sicinswe sa walya 	16	12251	Female	toi	221228-193637_toi_b9a_elicit_49.wav
mbwabede mutolo abulo bwakwe mutolo ulanjizya ijanza lyakwe mumbede pele cilamukataazya kuliboozya kumulomo wakwe 	16	11910	Female	toi	221214-095919_toi_b9a_elicit_0.wav
nkabela jakobo wakaimika malende nkokuti malende aamabwe nkukonya oko nkwaakaambaula awe 	16	10731	Male	toi	221011-163041_toi_308_elicit_17.wav
babwa bakali koona nkaambo kakuti kubasilisi babanyama baamunzi 	16	8666	Male	toi	220907-201714_toi_97d_elicit_17.wav
muntu ulaa zipani zinji zyamaambaulafwambaana kumanizya kufunka myuunda yakwe 	16	9324	Female	toi	220912-161719_toi_707_elicit_47.wav
nkabela juda naakaleka kulila wakainka ku timna nkobakali kuyunda imbelele zyakwe antoomwe amuzwalani wakwe hira mu adulamu 	16	14905	Male	toi	221011-174142_toi_308_elicit_7.wav
mpawo wakatolelela bana bakwe bobile manase a efrai mu elyo jakobo wakalwiidwa kuti 	16	9483	Female	toi	221230-151048_toi_b9a_elicit_10.wav
nkombo awaio wakaliko ambali nkaambo wakali simubweza twaambo 	16	6012	Female	toi	221228-155549_toi_b9a_elicit_48.wav
musankwa usamide cibbudula cacikambwe ulasotooka sotooka abulo 	16	5104	Female	toi	221230-120719_toi_b9a_elicit_45.wav
ciewasya nzi kukombelela buumi bwamuntu omwe kuti kakuli obo buumi bukombelelwa buletela 	16	8553	Female	toi	221228-145629_toi_b9a_elicit_47.wav
na taakwe inkuni mulilo ulazima na taakwe sikuvwiya inkondo ilamana 	16	10368	Male	toi	220912-191425_toi_97d_elicit_13.wav
lino juda naakabona wakayeeya kuti ngusimamambe nkaambo kavumbide busyu bwakwe 	16	9211	Male	toi	221011-174142_toi_308_elicit_11.wav
mwalumi amukaintu uubikkide kabbeeke agwezyo baleenda akati kambunga 	16	7759	Female	toi	221205-210659_toi_b9a_elicit_20.wav
wakabalisya mootokala kutegwa akajanike walibambila natana sika kwakwe mutelampondo 	16	12183	Male	toi	220912-165131_toi_97d_elicit_20.wav
kubusyu bwako na atupambukane ambebo na ulayanda kuya kucimwesi mebo ndaya 	16	11116	Female	toi	220927-202016_toi_97d_elicit_34.wav
sa tozi majwi oonse aa leza alasyomeka nintobo kuliboonse bacijila kulinguwe 	16	12954	Male	toi	220916-171743_toi_97d_elicit_3.wav
elyo josefa wakainka kuyoovwika wisi abalo balanda boonse ba farao bakainka awe 	16	7055	Female	toi	221230-144601_toi_b9a_elicit_11.wav
balo bakaamba kuti nkaambo kuti bantu bamvwa ulalya mapopwe ula koola 	16	7963	Female	toi	220828-202103_toi_707_elicit_22.wav
kuli mweenzu uutiboole umunjizye akumutondezya kuzyuli nkondibalila 	16	10935	Male	toi	220912-174208_toi_97d_elicit_3.wav
aboobo tamara wakainka kuyookala mung anda yawisi 	16	4492	Male	toi	221011-174142_toi_308_elicit_5.wav
bapati balatalika kubika matuvu aamusamu wiitwa kuti kamaumba munsuwa zyabo 	16	7804	Female	toi	220828-202103_toi_707_elicit_38.wav
oyo muntu nafwa kufumbwa bantu babona mwana bayeeya usyi 	16	4764	Male	toi	220824-212101_toi_0ae_elicit_13.wav
bamaalumi bobilo bajika cimwi cintu amulilo mukagabba musyokwe 	16	7623	Female	toi	221205-153008_toi_b9a_elicit_24.wav
kotana likombya kamwale wakaamba kalinda kumwi kanyamuka 	16	4877	Female	toi	221228-175149_toi_b9a_elicit_7.wav
sena tulangika mbuli zigwebenga wakabuzya aummi kumwi kalanga mubelesi 	16	7509	Female	toi	221228-184203_toi_b9a_elicit_22.wav
bulimo uleenda kumazuba wabona cibaanga ngusyaanza 	16	6897	Female	toi	220912-145955_toi_707_elicit_36.wav
aka kaambyo katwaambila kuti ncibotu lyoonse 	16	3017	Male	toi	220829-204606_toi_0ae_elicit_2.wav
musankwa ujiswi ku mwalumi umbwi watondoka munwe wakwe ku juku musankwa umbi ulakulangisisya kujulu kutobela kwanza 	16	12364	Female	toi	221210-161339_toi_b9a_elicit_16.wav
nsezyi naa ndakayuminina kwaciindi cilampa buti nindakasinsimuka ndakajana ndililede iyamagwagwa 	16	15677	Male	toi	220907-201714_toi_97d_elicit_0.wav
nkabela wakaambila wisi kuti kutabiji mu meso aasimalelaangu kuti nsikonzyi kunyampuka kubusyu bwako nkaambo ciindi cakutondwa cili kulindime 	16	19715	Male	toi	221011-123458_toi_308_elicit_9.wav
nkabela kusi wakazyala nimrodi ngonguwe iwakataanguna kuba mwaalumi sintaze ansi 	16	10958	Female	toi	220904-192446_toi_0ae_elicit_19.wav
muntu ulanzikidwe amabwe akumamanino mujulu mwa mavwumina kalanga ansi aakwe 	16	8598	Female	toi	221212-095755_toi_b9a_elicit_11.wav
wakaminta alimwi wazyala mwana mulombe wamuulika izina lya onani 	16	7486	Male	toi	221011-170850_toi_308_elicit_46.wav
mwaalumi uusamide jansi iisiya bulukwe anzyeete iikasaala alimwi kali amwana aakwe musimbi bala sobana mpobasowela dooti 	16	11343	Female	toi	221212-124432_toi_b9a_elicit_8.wav
waamba aanga kuli uulindilila kufwa wakavwilla lwado kumwi kalibamba kukkala 	16	8916	Female	toi	221228-150641_toi_b9a_elicit_26.wav
mwami kuti balo bakaunkide biyo kukusonda kakunyinacimbi ncibakajisi mumyoyo 	16	7418	Female	toi	221228-144729_toi_b9a_elicit_9.wav
moota uusubila uulanzikidwe mubali mwajelele yamabwe kakuli musimbi ulebelela 	16	8280	Female	toi	221213-091016_toi_b9a_elicit_15.wav
aimwi mibuzyo yakaindi kasimpe ciya kwakali muntu mutolo wabatolo mucisi ca katimba 	16	9778	Female	toi	220907-085934_toi_707_elicit_24.wav
kaindi tibaali kupa kufwambaana 	16	1973	Male	toi	220824-212101_toi_0ae_elicit_42.wav
mutengwana uupenzya mucetenyina uli mbuli imvula yamucobocobo litapi zilyo 	16	13385	Male	toi	220912-191425_toi_97d_elicit_46.wav
ti ncobaamba kuti loololesya sokwe walautyola mucila 	16	3017	Male	toi	220829-210823_toi_0ae_elicit_38.wav
mulaini wa maulu a samide ma jombo a kana kasankwa kakkede a mamanino a maulu 	16	8666	Female	toi	221210-165135_toi_b9a_elicit_5.wav
esau wakatola banakazi bakwe bana bakwe balombe bana bakwe basimbi abasing anda bakwe boonse 	16	10617	Male	toi	221011-163041_toi_308_elicit_40.wav
sena tonacibona webo mebo eci ndakacibona kale 	16	3130	Male	toi	220829-113431_toi_0ae_elicit_30.wav
nkabela nicakaba ciindi inzubo zyaba kanana zyakapalangana mugaano waba kanana 	16	11184	Female	toi	220904-192446_toi_0ae_elicit_27.wav
bakajana yoonse nongo vacibwantu ivwunteme biyo musozya oonse wakalaa ciko tila lya 	16	5785	Male	toi	220825-174423_toi_0ae_elicit_36.wav
kucita cakululama acakoololoka cilayandika kuli jehova kwiinda zipaizyo 	16	11184	Male	toi	220916-171743_toi_97d_elicit_33.wav
musankwa ulakugankila akasobano cisobano ca kusotauka mponya bakulanyina balamulangilizya 	16	11502	Female	toi	221207-182835_toi_b9a_elicit_9.wav
mbwaakasikilankokakala wakakaita 	16	2291	Male	toi	220829-121443_toi_0ae_elicit_37.wav
lwando nobabetesi nguwaaletelezya imfwu zyoonse ezi kutalikila kuli caalama 	16	9914	Male	toi	220912-174208_toi_97d_elicit_10.wav
ciindi cakubuka zilakwaambauzya 	16	3040	Female	toi	221213-121824_toi_b9a_elicit_14.wav
muma nyuzipepa tulabala bweende bwacisi cesu tulamvwa bantu 	16	5354	Female	toi	220912-161719_toi_707_elicit_22.wav
bantu botatwe balimvwi alukwakwa mucisi cizwide zimwi zintu zya lubulo kakuli omwe uleebelela muzimagilazi zyakubonesya zintu kulaale 	16	12999	Female	toi	221212-125952_toi_b9a_elicit_7.wav
kabotu mbwapona musankwa uukuyanda kuti kamutabuzyi munakukwatwa basankwa basipwekepweke 	16	6102	Male	toi	220829-205441_toi_0ae_elicit_16.wav
mbuli muntu uuanga ibbwe munkwilipo mbwabede uupa mufubafuba bulemu 	16	12160	Male	toi	220912-191425_toi_97d_elicit_2.wav
uya kucijana mbubwena mbuli mboocibika 	16	3698	Female	toi	221204-154324_toi_ee8_elicit_11.wav
katuya ndilakweenzya kukamvwu kasubila lwando ulalindila 	16	5989	Female	toi	221228-190711_toi_b9a_elicit_5.wav
kumazuba akwalo cindi ncicona tanaakali kuiwiika milawo jaumulela oyu mubelesi 	16	10617	Female	toi	221228-184203_toi_b9a_elicit_1.wav
israyeli kayandisya josefa kwiinda bana bakwe boonse nkaambo kali mwana wabucembele bwakwe nkabela wakamucitila ijansi lili amaboko 	16	16108	Male	toi	221011-163041_toi_308_elicit_49.wav
amwaambe luselo lunji azipo zinji mbubonya mbuli mbumuyanda njoomupa ncomwaamba pele amundipe musimbi mukwate 	16	20123	Male	toi	221011-160540_toi_308_elicit_26.wav
mukaintu uusamide delesi lyamubala wacisombo ulikkede acuuno camubala usubila kumwi bbuku lilibikkidwe akwaanza kwa cuuno 	16	9097	Female	toi	221230-123721_toi_b9a_elicit_39.wav
ino kuti wafwa olaa mulandu 	16	1542	Male	toi	220829-115108_toi_0ae_elicit_43.wav
pele uufwaamba kuvuba ulajana mulandu tacili cibotu kulanga ziimo zyabantu 	16	10095	Male	toi	220916-164149_toi_97d_elicit_14.wav
pele basongo balalesya bukali na musongo ulakazyanya amufubafuba 	16	9801	Male	toi	220916-164149_toi_97d_elicit_29.wav
zyoonse lino mwami wa sodoma wakaambila abramu kuti kondipa bantu pele imbono 	16	9619	Female	toi	220927-204620_toi_97d_elicit_34.wav
musimbi uyanda kuuma kaneti kalakusika atala a mutwe wakwe akasabwi kakaneti 	16	8530	Female	toi	221207-182835_toi_b9a_elicit_10.wav
pesi ndakonaya kukugwasya munzila imwi nkaambo mvwide kuti kuli nzala nkali mucisi 	16	6443	Male	toi	220829-121443_toi_0ae_elicit_10.wav
nkabela jakobo wakasika kabotu kumuni wa sekemu munyika yakanana naakazwa ku padanaramu wakayaka zilao zyakwe kunembo lyamunzi 	16	20872	Male	toi	221011-160540_toi_308_elicit_9.wav
syacaaba ulajana coolwe nkaambo ulaabana zilyo zyakwe abatengwana 	16	10073	Male	toi	220916-174104_toi_97d_elicit_19.wav
mwana musimbi uusamide sikipa iisiya acipoompo cacikambwe ulikkede ancinga yamavwili one kumwi kwaanza kwakwe kakujisi acaanza 	16	11706	Female	toi	221205-212020_toi_b9a_elicit_21.wav
bubo sena kamulindila ndibaite wakaamba muntu wakali kukanana 	16	9211	Male	toi	220912-160501_toi_97d_elicit_36.wav
basimbi bobilo balangula njili a mushele umwi wainka kulanga mwenzinyina nchali kutondeka a limwi ulakulangisisya 	16	10890	Female	toi	221210-172122_toi_b9a_elicit_19.wav
bana basamkwa bobilo bakuwa bala kutijina kuzwa mu mushenga kuya mulwizi 	16	7895	Female	toi	221210-151232_toi_b9a_elicit_5.wav
naakaa ngululwa bakamubuzya mbuli mbwaakacibona ndakamvwa ukonkomona acijazyo 	16	11116	Male	toi	220907-201714_toi_97d_elicit_7.wav
abrahamu mbwaakakombela sodoma 	16	3698	Female	toi	220927-213329_toi_97d_elicit_20.wav
mumeso aako utaindilili kuzwa kumulanda wako kuletwe twaanzi mukasambe kuma ulu 	16	11502	Female	toi	220927-213329_toi_97d_elicit_0.wav
kabe kaindi awalo musimbi waakwatwa kumbi 	16	2495	Male	toi	220829-115108_toi_0ae_elicit_32.wav
nkaambo kako farao alangaule muntu musongo uucenjede amubike kuti aendelezye nyika ya egepita 	16	11139	Male	toi	221011-181531_toi_308_elicit_28.wav
makani aakucenjela bumambe mwanaangu jatisya malailile aauso alimwi utaleki mulao wabanyoko 	16	9279	Female	toi	221213-121824_toi_b9a_elicit_11.wav
mukaintu muna asia usamide mukkame wa nkwiki nkwiki a jansi lya cikambwe ulakulangisisya pearl liboneka cikambwe a sikkaka 	16	9937	Female	toi	221210-143625_toi_b9a_elicit_1.wav
mu choma mumwa chooma mwaali kabucesya cooma kacidima 	16	10731	Female	toi	220912-145955_toi_707_elicit_15.wav
wakamuvwiila kuti ndakacita obo nkaambo kakuti ndakali kuyeeya kuti ncobeni banti 	16	10322	Female	toi	220929-202615_toi_97d_elicit_32.wav
nkamu yabantu batamba cintu cimwi kabakwiila alimwi akubweza zifwanikiso 	16	7441	Female	toi	221212-095755_toi_b9a_elicit_17.wav
tindakazyi kuti uliisi basankwa bajisi busongo bunji bakonzya kulicengeezya kuti 	16	10413	Male	toi	220912-174208_toi_97d_elicit_38.wav
mubwa uusiya siya alimwi amubwa uutuba basamide tubbandaani tusiya siya atusiya balabalika cakufwaambana 	16	10617	Female	toi	221212-094543_toi_b9a_elicit_26.wav
like kaamulya kalonga 	16	1724	Male	toi	220825-172540_toi_0ae_elicit_24.wav
abacibanda babo nzifulo balalya bacete ansi balamanisya batengwana akati kabantu 	16	13204	Male	toi	220916-171743_toi_97d_elicit_13.wav
mwana uusamide delesi lisubila utanta matantilo a ng anda kunjila 	16	5104	Female	toi	221230-144601_toi_b9a_elicit_36.wav
eelyo wakalyaambauzya mwini kuti mulange ndalijaila ngoma yamanide kale nkumunya inga wali kugoma goma cintu camana kale 	16	8553	Male	toi	220829-210823_toi_0ae_elicit_37.wav
mwana wazumina kuti anyina baboneka kaotu mumagilazi aabo 	16	4923	Female	toi	221212-131327_toi_b9a_elicit_21.wav
omwe weebelela tiliki ya janza lyomwe alimwi umwi ulangide kumwi ulabalika 	16	8961	Female	toi	221213-085747_toi_b9a_elicit_20.wav
mubelesi wakaguna guna mutwe kutondezya kuti wamvwa wakeebelela bantu aba batanta banamutendele babo baunka 	16	9914	Female	toi	221228-184203_toi_b9a_elicit_39.wav
bamakaintu bobilo amwana balikkede acikkocci cijisi tulembe kumbele a tente kukaanda kakaindi 	16	9233	Female	toi	221205-212020_toi_b9a_elicit_6.wav
amisamu yamusokwe niyatakalina kumena nkaambo jehova leza katana kuwisya imvula 	16	8212	Female	toi	221228-193637_toi_b9a_elicit_4.wav
kuti koyeeya kuti wakayabayizya kalinda ino iwe uyeeya 	16	5717	Female	toi	221228-175149_toi_b9a_elicit_35.wav
jehova nguumunikila meso aaboonse buyo mwami uubeteka batengwana cakululama 	16	12364	Male	toi	220916-164149_toi_97d_elicit_34.wav
mubwa uusiya akutba utandaanya mubwa mupati kutalaa bwizu 	16	4741	Female	toi	221212-124432_toi_b9a_elicit_20.wav
kusyoma kwabasikasampusampu kulanyonyooka mululami ulavunwa kumapenzi 	16	9937	Female	toi	221213-134611_toi_b9a_elicit_22.wav
mwabula coolwe ba dakuungila baiaa mulimo mupati ngobacita 	16	9551	Male	toi	220912-160501_toi_97d_elicit_33.wav
bamakaintu mpobazandwida boombe kumanyina beembezi haatimba kakkede acuuno cacipaya kuteelela twaano 	16	10890	Female	toi	221228-094635_toi_b9a_elicit_20.wav
nkwaampa ampe mwanaangu nzibe na ncobeni nduwe mwanaangu esau na pe 	16	5853	Female	toi	221230-113547_toi_b9a_elicit_30.wav
mubwa uutuba babwa bobilo basiya alimwi amubwa uusiya alimwi kuutuba balasobana kumbali kwa muunda wa bbola 	16	10504	Female	toi	221212-125046_toi_b9a_elicit_10.wav
mpoonya awo bakabopa imbongolo zyabo amaila bainka pele kucile umwi wabo wakajula inkomo yakwe 	16	10867	Female	toi	221230-203112_toi_b9a_elicit_41.wav
zwii mbya kobikaansi mujulu nsekwe keembe 	16	4219	Male	toi	220829-121443_toi_0ae_elicit_8.wav
bulukwe buboneka mbuli delesi alimwi atai ulimwi munsi munsi abulo buyalidwe kabotu mu luumu iisalala 	16	9982	Female	toi	221213-083947_toi_b9a_elicit_25.wav
mwana musankwa watozya busyu kuwa mubwizu naalikusobana bbola yamaulu 	16	7940	Female	toi	221205-204405_toi_b9a_elicit_15.wav
obo buzuba takooni kabotu pe una kunga naona nkokuli moyo 	16	5445	Female	toi	221203-160114_toi_ee8_elicit_8.wav
muntu ulaalikke ubamba nzila mucaanda yiinka mumulundu 	16	6193	Female	toi	221230-123721_toi_b9a_elicit_34.wav
muntu uusamide nzyeete lin gaima jansi ayalo in gaima a bulukwe ulisinteme ansi 	16	9937	Female	toi	221210-184833_toi_b9a_elicit_3.wav
ulatangala ulamubungika nobeenzinyina 	16	2949	Male	toi	220829-113431_toi_0ae_elicit_49.wav
mwaalumi uusamide bulukwe bwa cikambwe asikipa ya cikambwe ulikkede acincini cakuwacha zisani kasanzya mpulungwido 	16	11752	Female	toi	221213-094854_toi_b9a_elicit_11.wav
banabukwetene batonta chuno cha mawilo kwinda a bilichi lya zisamu mponya babwa batandanya 	16	8825	Female	toi	221210-142024_toi_b9a_elicit_34.wav
balaba barmucaala awalo oyu yamana milimo wakafwenyafwenya amane wakaanga kankusa ankumo 	16	12977	Male	toi	220907-203915_toi_97d_elicit_10.wav
nkamu yabantu banji bali mun ganda kabalanga bbola iituba impati ikunkulika 	16	5830	Female	toi	221212-095755_toi_b9a_elicit_1.wav
kumwi maanza akwe kaavwumbide meso amukaintu uumbi uusamide sikipa yamyeengo yamubala wamungunga waji 	16	10912	Female	toi	221205-210659_toi_b9a_elicit_11.wav
alimwi ing ombe zili musanu azibili zikotede zibi izyakasyaalila kuzwa nkukuti myaka iili musanu aibili 	16	13408	Male	toi	221011-181531_toi_308_elicit_21.wav
alimwi nyika eyo njindakapa abrahamu a izaka ndaipa nduwe alwalo lunyungu lwako luciza njoolupa nyika eyo 	16	14769	Male	toi	221011-163041_toi_308_elicit_15.wav
nkukuti masyekeli aansiliva aali myanda yone mbubakali kupima basambazi 	16	9483	Female	toi	221228-201041_toi_b9a_elicit_50.wav
lino masiku ayo ngaonya wakanyampuka wabweza banakazi bakwe bobile abalanda bakwe 	16	8326	Male	toi	221011-153723_toi_308_elicit_24.wav
ncotwaamba kuti nyeele mpya ibambula mulomo 	16	2926	Male	toi	220829-123454_toi_0ae_elicit_21.wav
wakavwiila akumwitila mukati kumwi kapenuna bbuku lyaavwumbide katobolo akasando 	16	11684	Male	toi	220912-174208_toi_97d_elicit_27.wav
mubwa uusiya amubwa wamungungawaji baleenda mubwizu 	16	4469	Female	toi	221213-093545_toi_b9a_elicit_10.wav
nkaambo ndakamulesya kuyandaula basilisi bambi kuti agusye da nindakamusyomezya kumukwata 	16	9642	Female	toi	221228-145629_toi_b9a_elicit_40.wav
ing ombe zili musanu azibili zibotu nkukuti myaka iili musanu aibili aalo makunka aali musanu aabili nkukuti myaka iili musanu aibili nkaambo ciloto ncimwi buyo 	16	19579	Male	toi	221011-181531_toi_308_elicit_20.wav
mwaalumi uli a matwi a donkwedwe usamide magilazi a ngowani yamubala wa fuleenke 	16	6511	Female	toi	221230-143938_toi_b9a_elicit_8.wav
koza nkutume kulimbabo wakavuwa kuti ndaya wakamwaambila kuti mbubo koya 	16	9120	Male	toi	221011-170850_toi_308_elicit_13.wav
amwi makani aa jakobo abana bakwe izaka mbwaakafwa 	16	8462	Male	toi	221011-163041_toi_308_elicit_26.wav
basimbi bosanwe amusankwa omwe basamide zyisani zyakuyaambya boonse kabayanda kusotokela muzyiba antoomwe 	16	11298	Female	toi	221205-142705_toi_b9a_elicit_30.wav
