sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
bamakaintu bobilo boonse basamide magilazi basobana kasibyo mpoona bacembele basobana zyibelesyo zyanyimbo zyijisi tutambo 	16	8916	Female	toi	221230-143938_toi_b9a_elicit_2.wav
atambye meso aakwe wakabona mwanike wakwe benjamini mwana wabanyina nkabela wakababuzya kuti 	16	7872	Female	toi	221230-204223_toi_b9a_elicit_41.wav
kumvwa ulamvwa pele tabiki moyo kumakani sa ulibwene muntu uufwanzya kwaamba 	16	13521	Male	toi	220916-164149_toi_97d_elicit_40.wav
haatimba wakaazyiba ansi akaambo kanguwe wakalomba kawiiwi kuli lubumba 	16	9256	Female	toi	221228-183113_toi_b9a_elicit_41.wav
aba girigasi aba hivi aba ariki aba sini eighteen aba arivadi aba zemari aba hamati 	16	15064	Female	toi	220904-192446_toi_0ae_elicit_26.wav
bamane nkubwezelela aali kutyoka nkuleta kumunzi 	16	3743	Female	toi	221204-133851_toi_ee8_elicit_11.wav
ikabunga kabantu banji baleendeenda mumugwagwa uli mumunzi kabali kusyule amoota kakuli omwe weenda amaulu 	16	8417	Female	toi	221230-123721_toi_b9a_elicit_3.wav
jiini lya cikambwe a mabusu a ba simwembela ng ombe kumuzundano waba simwembela ng ombe 	16	7759	Female	toi	221210-151232_toi_b9a_elicit_20.wav
ncibotu kubombya moyo akati kabacete kwiinda kwaabanya zisaalo abalisumpula 	16	6443	Female	toi	221214-080256_toi_b9a_elicit_33.wav
mudala usamide buluke bwa chilambwe achibaki cha musyobo wachikambwe alimwi a juzi lya musyobo wa nyanzabili ufweba tombwe kayamide a dangamwa 	16	11616	Female	toi	221207-172046_toi_b9a_elicit_10.wav
musankwa ulisenteme kubala makani aacisamu mupaaka mpoona musimbi uliimvwi munsi munsi kumulindilizya 	16	11071	Female	toi	221205-145546_toi_b9a_elicit_5.wav
mamvwa atukole zyoonse mozili munzila yabapilingene pele uulibamba kabotu uli kule kulinzizyo 	16	14701	Male	toi	220916-174104_toi_97d_elicit_15.wav
ndalomba kulekelelwa kujulu aansi tiindakazyi taku nindakazyiba kusika cindi ncicatakali kugwasyika 	16	16198	Male	toi	220912-174208_toi_97d_elicit_21.wav
nkamu yabantu ilikkede kaizinguliukide matafule aajisi tunjaka na ma kkopyuta kumwi kaba bikkilide manu kuli cimwi cali kucitika kulumwesyi 	16	11774	Female	toi	221212-085950_toi_b9a_elicit_16.wav
tusimpi atumwi twamisyobo misyobo cenjeka kutwi kwako ukaswiilile majwi aabasongo 	16	16198	Male	toi	220916-174104_toi_97d_elicit_26.wav
amulanda musimbi uulya izina lyanamalelo wakwe nkozili zintu zyone ansi nziniini 	16	13725	Male	toi	220916-171743_toi_97d_elicit_22.wav
sikweembela ng ombe wafwuuswa naali kuyanda kujatilila bbiza njatantide mumuzundano 	16	9324	Female	toi	221212-095230_toi_b9a_elicit_16.wav
cucu ufwa tukulukulu nguni ngookali kutukila zona 	16	2745	Male	toi	220825-174423_toi_0ae_elicit_0.wav
basikwebelezya batamba nkamu yabantu bakkede mutupange twa n ganda 	16	5490	Female	toi	221212-092637_toi_b9a_elicit_18.wav
bantu bapilingene mumyoyo balasesemya jehova pele basinzila iiluleme balamubotezya 	16	10141	Female	toi	221213-134611_toi_b9a_elicit_34.wav
mwana musankwa usamide sikipa yamyeengo myeengo uzwisya zyilitulisyo acuuno cacikambwe 	16	7736	Female	toi	221230-122753_toi_b9a_elicit_18.wav
basike farao wakabalwiida ciloto cakwe pele katakwe naba omwe iwakakonzya kucipandulula 	16	13635	Male	toi	221011-181531_toi_308_elicit_0.wav
mweesyo ukon dolwa ciindi nakwakafwa muntu elyo mukuyanda kuti bamulube muntu oyo wakafwa bala kumba bukoko bwamweesyo 	16	13408	Female	toi	220903-234119_toi_707_elicit_23.wav
mubwa uli a masusu mafwafwi a siya a tuba ulakutijana mu bwizu bu siya siya a nyanzabili 	16	8212	Female	toi	221210-161339_toi_b9a_elicit_15.wav
mudaala tanaakaluba kuti kuli mweenzu umbi ngubakazya aamwanaakwe 	16	7101	Female	toi	221228-094635_toi_b9a_elicit_2.wav
mukaintu nakalindu usamide cisani cisalala a myengo ituba ujusi mwana wakwe usamide zisani zikozyana a zyakwe kali kumwetula kuti a fotolwe 	16	12364	Female	toi	221210-180127_toi_b9a_elicit_0.wav
imwaalumi mukubusyi isamide nkausu yacikambwe usalzya nswi kakuli bali botatwe balalangilizya onwe mwaalumi ujisi tombwe naa musanga mukanwa lyakwe 	16	12183	Female	toi	221230-132542_toi_b9a_elicit_11.wav
mbwaakasikila wakaita bakaintu bakwe kuti bamupe cibwantu 	16	3130	Male	toi	220825-174423_toi_0ae_elicit_40.wav
nibakaswangaana magozwe wakamwaambila tomaasii caano cabuumi bwake wakamwaambila mbuli mbwaakatija kuzwa kuli baacisyanyina 	16	11162	Female	toi	221228-192202_toi_b9a_elicit_14.wav
ibanabukwetene amwana ujisigwi amwaalumi bakkede munsi munsi akaziba pulemu afwaafwi 	16	7736	Female	toi	221230-133110_toi_b9a_elicit_13.wav
cuuno cabwami bwakwe ciyooima nji musako akutapatila zilaleta busongo 	16	12432	Male	toi	220916-164149_toi_97d_elicit_35.wav
bantu bobilo balaanze basalazya mawindo kumwi kabaimvwi a bwato 	16	8417	Female	toi	221205-155204_toi_b9a_elicit_6.wav
pele nendoongololesya akulila wasia cikobela cakwe kulindime wacija waya anze 	16	9982	Male	toi	221011-180320_toi_308_elicit_5.wav
ndakamvwa uunduuma kumakosi kumeso kwakasubila mpoona awo 	16	6148	Female	toi	221228-190233_toi_b9a_elicit_49.wav
amane wakaenzya mootokala cakutakomba kuzwa mulubuwa 	16	8916	Male	toi	220907-203915_toi_97d_elicit_1.wav
mubwa uusiya usotooka mujulu kutalaa cisobanino 	16	4741	Female	toi	221213-094854_toi_b9a_elicit_26.wav
kuti mbuboobu mboelede kundigwasya kufumbwa oko nkutusika amba kuti 	16	9483	Female	toi	220929-202615_toi_97d_elicit_36.wav
lino wakati ijwi ndijwi lya jakobo pele maanza ngaa esau takwakamuziba pe 	16	8485	Female	toi	221230-113547_toi_b9a_elicit_32.wav
lino labani katawo kainkide kuku gela imbelele zyakwe nkabela rakele wakabba zimpangaliko zyawisi 	16	11820	Female	toi	221230-210020_toi_b9a_elicit_36.wav
antela ooyu muunda wangu waba mukulukulu ncuutaimi mapopwe 	16	4469	Male	toi	220829-113143_toi_0ae_elicit_49.wav
mubwa uusiya siya alimwi kuutuba wasotooka musemu wamabala aasubila mungunga waji alimwi auutuba 	16	11026	Female	toi	221212-150524_toi_b9a_elicit_23.wav
imbunga yabantu a muntu omwe ulakusobana a roller skate kalanga bantu 	16	5989	Female	toi	221207-142348_toi_b9a_elicit_10.wav
uulekelela mulandu ulayandaula luyando pele oyo uuindulula makani ulapambukanya bayanduna 	16	11910	Female	toi	221214-081355_toi_b9a_elicit_6.wav
imwaalumi omwe uusamide sikipa iituba usandula cibbubbu kwiinda mukwiifwusa mujulu 	16	9006	Female	toi	221230-125444_toi_b9a_elicit_15.wav
elyo bakabweza ijansi lya josefa bajaya mujembwe wampongo bajovweka ijansi mubulowa 	16	10935	Male	toi	221011-170850_toi_308_elicit_35.wav
alimwi anyanzabili balimvwi kunze kwa tuoota tusyonto kakuli mubelesi uusamide yunifoomu yamungunga waji uubaita kukabbokesi kakutambulida maali 	16	12523	Female	toi	221212-120907_toi_b9a_elicit_2.wav
aboobo inga wamunyanga kufwumbwa eco cilwanyo ncajisi amubili 	16	7736	Female	toi	221228-145629_toi_b9a_elicit_7.wav
mbuboobo bululami bwangu mbubuyooboneka mumazuba aaboola waakusika kuzoolingula zyakuvola zyangu 	16	12455	Female	toi	221229-141356_toi_b9a_elicit_47.wav
bakatalika kumyontana milaka kwaciindi cilamfwu kumwi kabakumbetene 	16	5422	Female	toi	221228-181007_toi_b9a_elicit_26.wav
mwalumi wa cilezu usamide zisani zya mukuba ulikkede akuma kalizyo kumulomo 	16	6851	Female	toi	221210-144236_toi_b9a_elicit_0.wav
alimwi ndazyiba ono ncookabbadelela mali manji kumujayi 	16	8235	Male	toi	220907-203915_toi_97d_elicit_45.wav
mubwa usiya siya ulazuza mumugwagwa cakukkomana 	16	3902	Female	toi	221230-123721_toi_b9a_elicit_36.wav
ncindali kuyanda biyo nkumusubula lwando mucele wabacelenyina oyo walo kwaciindi cino ngondiyeeya 	16	14746	Male	toi	220912-174208_toi_97d_elicit_8.wav
wainni ituba acakulya cantalisyo zilatondezyegwa mung anda yakulida 	16	6828	Female	toi	221230-130419_toi_b9a_elicit_23.wav
musankwa mukubusi usobanya cisobanyo camavwili abbwe azitantilo zya n ganda 	16	6579	Female	toi	221213-112404_toi_b9a_elicit_14.wav
na mwazumina obo tulamupa bana besu basimbi akukwata bana banu basimbi alimwi tulakala antoomwe tube musyobo omwe 	16	14973	Male	toi	221011-160540_toi_308_elicit_30.wav
bamaalumi botatwe bakkede mu ofesi omwe ulimvwi alimwi kajisi angoma 	16	5195	Female	toi	221213-105245_toi_b9a_elicit_16.wav
haatimba wakaguna guna mutwe kutondezya kuti wamuwa naakasika awo mpaakambilwa 	16	9801	Female	toi	221228-093456_toi_b9a_elicit_20.wav
mwalumi usamide cisani cituba ajiini lya cikambwe ujisini mbobokoko a kana kasimbi kasamide delesi lya cikambwe a ngowani ya mungungawaji kabayabuyabwenda munzila 	16	12999	Female	toi	221210-142024_toi_b9a_elicit_28.wav
muntu ulanzikidwe amabwe akumamanino mujulu mwa mavwumina kalanga ansi aakwe 	16	8598	Female	toi	221212-095755_toi_b9a_elicit_11.wav
icisika biyo nsondo aaba basankwa bakayeeya kut baunke kukweendeenda kubasimbi babo 	16	6965	Female	toi	221204-133851_toi_ee8_elicit_28.wav
mukaintu naakwatwa kwatwa ulayandwa kapati kumulumi 	16	3698	Male	toi	220829-123454_toi_0ae_elicit_31.wav
relyo tii nkokubabuzya kuti ino mwaletezya kuli bakwesu 	16	4197	Male	toi	220829-210823_toi_0ae_elicit_9.wav
nciinga nondo noceenda calo myoyo njibili 	16	3743	Female	toi	220906-211510_toi_707_elicit_30.wav
na bami bacita bubi ncisesemyo nkaambo bululami mbobukazika cuuno cabwami 	16	8122	Female	toi	221214-080256_toi_b9a_elicit_26.wav
mukaintu uula masusu aatuba tuba uusamide sikipa iisiya ulimvwi kunze kwa kutambulilwa mali 	16	9415	Female	toi	221212-144505_toi_b9a_elicit_23.wav
kuli bantu banji bakkede na baimvwi mumusenga alimwi kakuli a tilaki 	16	6760	Female	toi	221213-083947_toi_b9a_elicit_4.wav
bamakaintu bobile balilede a mabwe munsi a lwizi 	16	4038	Female	toi	221207-211353_toi_b9a_elicit_25.wav
wabona kuti esau uleza abantu bali myanda yone abone obo wakapambukanya bana a leya a rakele abalanda basimbi bobile 	16	6715	Male	toi	221011-153723_toi_308_elicit_39.wav
eeci cifwanikiso camudaala mumuteende wacisote kakuli bantu kusyule tabalibonyi 	16	7736	Female	toi	221213-083400_toi_b9a_elicit_23.wav
tutabi balimi abavubi banjombe toonse syokwe lyapya nombe zilabula bwizu bwakucela 	16	13068	Female	toi	220912-145955_toi_707_elicit_20.wav
abalo baludaala daala baamba banene kuti banvina maanu tabakonzi kuyeeya cili kumbele twaambo twabo ntwabwana 	16	9732	Female	toi	221214-102741_toi_b9a_elicit_7.wav
mwaalumi uukkede mucuuno capulasitiki camubala wacikambwe uyupa cisyumani mukatiba kaali acuuno cimbi 	16	9301	Female	toi	221212-123117_toi_b9a_elicit_5.wav
nkombo wakalimuzyi kalinda mbwaakali kupona akaluwe 	16	7441	Female	toi	221228-130305_toi_b9a_elicit_42.wav
mwaalumi uula mubwa uusiya ulikkede mukabwato camubala wamungunga waji ka iibuka mumenda aboombede 	16	10277	Female	toi	221212-115841_toi_b9a_elicit_18.wav
namwaamba bola nkoya kuli baamba 	16	2041	Male	toi	220825-174423_toi_0ae_elicit_48.wav
ambweni uukuswiilila ulakuusya insoni nkabela bweeme bwako tabukooyoomana 	16	9846	Female	toi	221214-091851_toi_b9a_elicit_26.wav
wa zeboimu amwami wa bela aba boonse bakalibungene mukuti 	16	8485	Female	toi	220927-204620_toi_97d_elicit_4.wav
musankwa mukubusyi ulanga langa muunda wazyitende kumwi kabikkide imbi muwilibbala 	16	7464	Female	toi	221207-150000_toi_b9a_elicit_6.wav
wakafwumuna katambala munkomwi akutalika kulisinda misozyi 	16	6987	Male	toi	220907-201714_toi_97d_elicit_37.wav
mwalumi usamide chibaki chituba walanga kujulu mbulikuti ulakwambula a muntu uli afwafwi a mukaintu umbi ulianze ujisi chibumbe chibotu kapati 	16	14338	Female	toi	221207-174147_toi_b9a_elicit_13.wav
mubwa walakama ulakusola kulanga mujulu a cisamu 	16	4446	Female	toi	221210-182954_toi_b9a_elicit_19.wav
mwana uusamide nsuti yakudwaya yamubala wa nkwihyi kwihyi amana iisiya mumeenda atuninga twa mabala mabala 	16	10073	Female	toi	221213-094418_toi_b9a_elicit_15.wav
izambangulwe mbulyakayuminina 	16	3720	Female	toi	220904-182522_toi_0ae_elicit_39.wav
acisi cangu mulandu mupati wandicitila zintu ziteelede kucitwa alimwi abimeleki 	16	9982	Female	toi	220929-202615_toi_97d_elicit_30.wav
cilangika mbuli kuti kunyina ncobwene kabotu atumpiyompiyo twacisi weelede kukkalilila biya kuyiisya 	16	11479	Female	toi	221228-125403_toi_b9a_elicit_6.wav
sa ncibotu kunyanzigwa bulo bwako utasunzululi munyinza wakale ngobakabika bamauso 	16	18581	Male	toi	220916-174104_toi_97d_elicit_34.wav
mwalumi walumuka mujulu kalakusobana skateboard 	16	4560	Female	toi	221210-144827_toi_b9a_elicit_28.wav
musimbi uyanda kuuma kaneti kalakusika atala a mutwe wakwe akasabwi kakaneti 	16	8530	Female	toi	221207-182835_toi_b9a_elicit_10.wav
elyo josefa wakabaambila kuti amundipe ing ombe zyanu ndamuuzizya zilyo ang ombe zyanu na tacikwe mali 	16	8575	Female	toi	221230-151632_toi_b9a_elicit_12.wav
lino kuzwa kuciindi eco naakamubika kuti abe silutwe wang anda yakwe awazintu zyoonse nzyaakajisi 	16	10504	Male	toi	221011-174142_toi_308_elicit_39.wav
pesi cintu cipati ncoclede kuzyiba nkuti iwe uli mwanaangu mebo ndime uso 	16	7260	Female	toi	221228-095833_toi_b9a_elicit_13.wav
lulimi lwamusongo lulaamba luzibo pele milomo yabafubafuba ilatuntumuna zipilingene 	16	10481	Female	toi	221213-153842_toi_b9a_elicit_33.wav
nkabela nicakaba ciindi inzubo zyaba kanana zyakapalangana mugaano waba kanana 	16	11184	Female	toi	220904-192446_toi_0ae_elicit_27.wav
lino zikala zyoonse balanda bawisi nzibakasya mumazuba aa abrahamu wisi ba filisti bakazisinka akuzivwikila 	16	11184	Female	toi	221230-114451_toi_b9a_elicit_24.wav
ha miyoba mwezi mubotu twabaima budodoodo basimakuwa mukubwe kaamgala 	16	9256	Female	toi	220903-202609_toi_707_elicit_20.wav
baswiilile majwi aakumvwisya batambule lulayo lwakucenjeia bululami ambeta aboololoki 	16	10118	Female	toi	221213-113324_toi_b9a_elicit_3.wav
umwi aumwi mbuli musyobo wakwe ang ombe zyamisyobo misyobo abauka boonse baansi bamisyobo misyobo nkabela leza wakabona kuti ncintu cibotu 	16	11343	Female	toi	221228-192906_toi_b9a_elicit_16.wav
ndakaunka ku amelika ooko kwalo nkundakaakujana basimbi 	16	7191	Female	toi	221228-105726_toi_b9a_elicit_28.wav
mwalumi uli a kwalala usamide mulembo utuba uli a kuma ntembauzyo a mulembo usalala 	16	8870	Female	toi	221210-172122_toi_b9a_elicit_44.wav
lino wakabaambila kuti langa izuba mpolicili talina kubbila 	16	6760	Female	toi	221229-142606_toi_b9a_elicit_9.wav
mwalumi ulakukkilina ma tefule mu kantini kazwide zyuno zya kkokkokkola a madeko 	16	9301	Female	toi	221210-151712_toi_b9a_elicit_17.wav
haatimba wakalumbya biyo meso wakabunywa bukoko munggutyu yomwe 	16	7895	Female	toi	221228-181007_toi_b9a_elicit_5.wav
ncotwaamba kuti inzi ikukala njkuyanda maulu aamufwu azyibilwa kumwana 	16	6034	Male	toi	220824-212101_toi_0ae_elicit_1.wav
lino jehova leza wakati tacili cibotu kuti muntu akale alike pe atumucitile sikumugwasya 	16	7872	Female	toi	221228-193637_toi_b9a_elicit_22.wav
bamaalumi bobilo basamide zisoti balanga ansi kabayoowede kubusyu 	16	5172	Female	toi	221212-132317_toi_b9a_elicit_13.wav
ncotuti vuna silumamba sinzala utunda cibi 	16	2745	Male	toi	220829-123253_toi_0ae_elicit_3.wav
alimwi utatobeli inzila zyakwe nkaambo muntu uupilingene ulasesemya jehova pele bantu baluleme mbobajisi lulayo lwakwe 	16	10322	Female	toi	221213-114114_toi_b9a_elicit_44.wav
lino ciindi cili mbuli myezi yotatwe necakamana juda wakalwiidwa kuti bona tamara mukamwana wako wacita bwaamu wamintila mubwaamu 	16	16403	Male	toi	221011-174142_toi_308_elicit_23.wav
lino jakobo wakati o leza wa abrahamu taata leza wa izaka taata jehova iwakandaambila kuti 	16	11298	Male	toi	221011-153723_toi_308_elicit_4.wav
sikuccovwa cinga ulikkede alimwi kalanga mweenzinyina uusotooka bulongo 	16	6261	Female	toi	221212-115841_toi_b9a_elicit_19.wav
mbuboobo mbwaakamubika kuti aendelezye nyika yoonse ya egepita 	16	5944	Male	toi	221011-181531_toi_308_elicit_40.wav
pesi kumulanga biyo wakali kweelela kuba cigwebenga 	16	4401	Female	toi	221228-151724_toi_b9a_elicit_19.wav
yakamujaya kapati myota anzala pesi kwakanyina 	16	3380	Male	toi	220825-172540_toi_0ae_elicit_3.wav
antela musankwa uubba naba musimbi ulaa maafwa 	16	3584	Male	toi	220829-204606_toi_0ae_elicit_13.wav
abalo bakali kumutanda nkokumuleka bamwi bantu bakatalika kumuseka ategwa 	16	4696	Male	toi	220829-210132_toi_0ae_elicit_30.wav
onaawa lyaamba zisobano antela zilengwa 	16	2745	Male	toi	220829-113431_toi_0ae_elicit_38.wav
mbotazyi uya kuba mweendo alimwi akusika kumunzi 	16	2904	Male	toi	220829-210823_toi_0ae_elicit_17.wav
mbuli mbuzikonzya kweenda ing ombe ambuli mbubakonzya kweenda bana mane nkasike kumwami wangu ku seiri 	16	7418	Male	toi	221011-160540_toi_308_elicit_5.wav
wakali kukkomana nkaambo kakuti caalama wakali kucita zyoonse mbuli mbwaakali kuyanda haatimba 	16	8439	Female	toi	221228-180049_toi_b9a_elicit_25.wav
lino aba bana bako bobile mbowakazyala munyika ya egepita nkentanasika kulinduwe okuno ku egepita mbibangu 	16	8961	Female	toi	221230-151048_toi_b9a_elicit_15.wav
bulimo uleenda kumazuba wabona cibaanga ngusyaanza 	16	6897	Female	toi	220912-145955_toi_707_elicit_36.wav
mubwa uutuba alimwi amubwa uusiya siya balabalikilana kunkomwe 	16	9165	Female	toi	221213-093545_toi_b9a_elicit_27.wav
mukaintu uukkede mcisani cakusambila camadobwi dobwi aasiya alimwi acibbudula cisika mucibuno ulikkede mumugwagwa amabbeke otatwe alimwi aabbodela yanyanzabili 	16	13385	Female	toi	221213-103202_toi_b9a_elicit_22.wav
bamakaintu mpobazandwida boombe kumanyina beembezi haatimba kakkede acuuno cacipaya kuteelela twaano 	16	10890	Female	toi	221228-094635_toi_b9a_elicit_20.wav
tunji tunji ulamvwa bamacembele kabaamba kuti 	16	3561	Male	toi	220824-212101_toi_0ae_elicit_22.wav
musankwa ulalengelela munsimunsi mujulu a cisamu cibembene a kalundu kala bwizu 	16	8712	Female	toi	221210-152528_toi_b9a_elicit_4.wav
mwaalumi uusamide sikipa lilamfwu manza ubelesya cikolopyo ca mungunga waji mu mugwagwa 	16	7010	Female	toi	221212-091650_toi_b9a_elicit_29.wav
mombe yokwanu ilililwa mukabiya 	16	2858	Female	toi	221204-133851_toi_ee8_elicit_6.wav
ukabone bakulana bako na bali kabotu azyalo imbelele na zili kabotu uzoondaambile makani 	16	10731	Male	toi	221011-170850_toi_308_elicit_14.wav
musanu aane amusanu alimwi wakazyala bana balombe abasimbi aboobo mazuba oonse 	16	11230	Female	toi	220904-182522_toi_0ae_elicit_3.wav
wakamuvwiila kuti ndakacita obo nkaambo kakuti ndakali kuyeeya kuti ncobeni banti 	16	10322	Female	toi	220929-202615_toi_97d_elicit_32.wav
beenzu bakatambika maanza aabo baboozya loti mung anda mubakabede bajala mulyango 	16	9324	Female	toi	220929-200958_toi_97d_elicit_15.wav
ati wasika ino musankwa sena toyeeyede kaambo nkookasiya 	16	3993	Male	toi	220829-115108_toi_0ae_elicit_35.wav
musimbi ulamasus a salala salala wamwetula a busyu bwatukomba kumaseya munsi a ambulela isiya 	16	9460	Female	toi	221210-172122_toi_b9a_elicit_5.wav
caamba kuti muntu muguyu uuyanda kweenda alike 	16	2926	Male	toi	220825-172540_toi_0ae_elicit_26.wav
wakavuwa kuti ndakutumina mwana wampongo kuzwa kutanga wakati sa tokonzyi 	16	10368	Male	toi	221011-174142_toi_308_elicit_14.wav
libe mavwikilo aangu lino efroni kakede akati kabana ba heti 	16	7282	Female	toi	221228-201041_toi_b9a_elicit_40.wav
mukaintu usamide zisaninzi salala a zisiya ulinvwi kunembo a ng anda kali kuma kasensa 	16	8870	Female	toi	221210-181328_toi_b9a_elicit_18.wav
basilisi okuya kucibbadela bakaa kumubikka kumunzi nkobabikka bantu baciswa incinko 	16	8031	Female	toi	221228-124509_toi_b9a_elicit_30.wav
ku sodoma a gomora a adima a zeboimu kusikila ku lasa mbaabo bana ba hamu 	16	12954	Female	toi	220904-192446_toi_0ae_elicit_29.wav
ndilizyi mbolimvwide ono pesi taku mpora ridene ambeyo mbondilimywa kukaambo nkeena aka 	16	10890	Female	toi	221228-104522_toi_b9a_elicit_21.wav
balaba barmucaala awalo oyu yamana milimo wakafwenyafwenya amane wakaanga kankusa ankumo 	16	12977	Male	toi	220907-203915_toi_97d_elicit_10.wav
wakacizwisya cakali kumupenzya lyoonse kumoyo 	16	4514	Female	toi	221228-183113_toi_b9a_elicit_33.wav
naazooleka bukali bwakwe akuluba ncowamucitila njootuma akukuboozya kuzwa nkuko sa cilabota na ndamulobelwa nyoonse nyobile mubuzuba bo mwe 	16	14111	Female	toi	221229-144209_toi_b9a_elicit_16.wav
zyansiku ulatwaambila kuti budima cakali cizyano cakali kuzyanwa a batonga kaindi 	16	8349	Male	toi	220829-123454_toi_0ae_elicit_11.wav
cinga cilagwasya mbuli mbotwaamba kale mu cibalo fifitini nkutalika zimbi mpindu 	16	9324	Female	toi	220912-145955_toi_707_elicit_19.wav
alimwi asikipa iisubila alimwi kiituba ankumo mbuli bobakkede azitantilo zyan ganda 	16	7804	Female	toi	221212-132317_toi_b9a_elicit_22.wav
nkukonya oko kuli mundaalila amabwe mayandisi aaonukisi azina lyamulonga wabili 	16	11321	Female	toi	221228-193637_toi_b9a_elicit_14.wav
mwalumi uusamide cisiya alimwi angowani mumeenda ulakwasula muka bwato ka yanyanzabili 	16	6783	Female	toi	221212-131327_toi_b9a_elicit_23.wav
bantu banji balakupuna alubwa a ng anda yakayakwa kaindi bunji bwabo bajisi zyuno zyakupeta 	16	10776	Female	toi	221207-182835_toi_b9a_elicit_19.wav
wamujana kucilundu ca gileadi pele leza wakasikila labani mu aramu muciloto camasiku 	16	8280	Female	toi	221230-210020_toi_b9a_elicit_41.wav
kuti kuli cila kumbo 	16	1383	Male	toi	220829-210823_toi_0ae_elicit_4.wav
abana ba josefa mbaakazyalilwa ku egepita bakali babili bantu boonse baluzubo lwa jakobo ibakeza ku egepita bakali makumi aali musanu aabili 	16	12342	Female	toi	221230-160247_toi_b9a_elicit_32.wav
alimwi wakati bwizu nkubuli kulindiswe azilyo zinji abusena bwakoona 	16	8303	Female	toi	221228-202245_toi_b9a_elicit_47.wav
mukaintu ulabalika balika asyoonto syoonto mumbali lyamugwagwa munsi akalundu lundu kalaa bwizu 	16	7260	Female	toi	221230-121748_toi_b9a_elicit_48.wav
majwi aasikuvwiya ali mbuli zilyo zinono alanjila mukati kabula mbuli cibelesyo cabulongo cizilulwidwe ansiliva 	16	17174	Male	toi	220912-191425_toi_97d_elicit_15.wav
muntu sizibi ulayumya busyu bwakwe pele uululeme ulayeeya kabotu inzila zyakwe 	16	13839	Male	toi	220916-174104_toi_97d_elicit_8.wav
nkamu yabant bali anze aabusena buulilwa caanda cashuga cibambidwe acikwankwani cipati azi paipi zyobilo 	16	11343	Female	toi	221212-131327_toi_b9a_elicit_15.wav
zyabantu alunyungu lwako luvube mulyango wabaabo balusulide 	16	5603	Female	toi	221230-115905_toi_b9a_elicit_3.wav
misunta yamaila mukati kamuunda elyo musunta wangu wakabuka waimikila amisunta yanu yakuuzyunguluka yaukotamina 	16	12795	Male	toi	221011-170850_toi_308_elicit_3.wav
musankwa uusamide cakudwaya cisubila ulasobana mumuseenga ankomwe yalwizyi 	16	5104	Female	toi	221212-125952_toi_b9a_elicit_20.wav
zuba lyakali kubala kapati nzala anyota yakatoonda mulimo 	16	3448	Male	toi	220825-174423_toi_0ae_elicit_25.wav
sena tonabamvwa bapati kabati bana eco nciimbo cibi 	16	4628	Male	toi	220829-113431_toi_0ae_elicit_39.wav
wakagusya ndonga mumpotomona akuinywisva musamu wakali mutubbodela tuniini 	16	8689	Female	toi	221228-184203_toi_b9a_elicit_26.wav
eci caamba kuti nokuba kuti muntu ano ansi aliyobolole buti kuti ntaleti mulandu uya kuuleta nolilampa 	16	7963	Male	toi	220829-115108_toi_0ae_elicit_16.wav
cakwe iwakali mbubonya mbuli nguwe wamuulika izina lya seti lino mazuba adamu 	16	10481	Female	toi	221228-195818_toi_b9a_elicit_16.wav
mwaalumi uusamide sikipa yakulikwabilizya yamubala wafwuleenke ulifwugeme munjanji kumwi kabamba citima 	16	12750	Female	toi	221205-133657_toi_b9a_elicit_48.wav
eeli da ndyamyezi yongaye sicipuna wakabuzya caalama lusele wakavwiila caalama 	16	7532	Female	toi	221228-183113_toi_b9a_elicit_11.wav
uupilingene ulalya micelo yanzila zyakwe amuntu mubotu ulakuta kumilimo yakwe 	16	7713	Female	toi	221213-153842_toi_b9a_elicit_11.wav
pele baololokede balayanda kumuvuna mufubafuba ulaamba bukali bwakwe boonse 	16	11321	Male	toi	220916-164149_toi_97d_elicit_31.wav
jehova nguumunikila meso aaboonse buyo mwami uubeteka batengwana cakululama 	16	12364	Male	toi	220916-164149_toi_97d_elicit_34.wav
bantu bobilo bajisi tubbeeke baleenda munzila ilaamabwe yatombe munsi acisamu 	16	7804	Female	toi	221207-143547_toi_b9a_elicit_19.wav
foci ciimbo cilaimbwa nyeendo zinji nobafumba mavu mane umwi kakaye kakamuwide 	16	10935	Female	toi	220904-001239_toi_707_elicit_12.wav
mubelesi wakaguna guna mutwe kutondezya kuti wamvwa wakeebelela bantu aba batanta banamutendele babo baunka 	16	9914	Female	toi	221228-184203_toi_b9a_elicit_39.wav
musimbi uusamide delesi yaapobwe walanga cakulaale kakuli citondezyo ilacitika kusyule kwakwe 	16	10617	Female	toi	221213-103202_toi_b9a_elicit_10.wav
walo kalubide kale kuti bumwi buzuba antela zona buy wakali kunditukila 	16	4787	Male	toi	220825-172540_toi_0ae_elicit_47.wav
mpoonya awo boonse ibakali kunjila mumulyango wamunzi wakwe bakaswiilila hamori a sekemu mwanaakwe 	16	12319	Male	toi	221011-160540_toi_308_elicit_40.wav
kuzwa mulukwakwa akunjila mumugwagwa mupati wakaswa mate naakasika munsi aamulyango walukwakwa 	16	13181	Male	toi	220912-165131_toi_97d_elicit_17.wav
taata cibwantu coonse catila mongo oonse musozya ameenda zyatila notwali kunkuni 	16	5853	Male	toi	220825-174423_toi_0ae_elicit_43.wav
